FID  ACQ ACQ_RDG ACQ_TIME                   TIME                       TS                   EAST     NORTH     HEIGHT GPS_TIME                   GPS_EAST GPS_NORTH GPS_HEIGHT TX_EAST  TX_NORTH  TX_HEIGHT RX_EAST  RX_NORTH  RX_HEIGHT ADC C DC_OFFSET               PRIMARY              NOISE                  POWERAMPL              POWERPHASE              NCH CH01                 CH02                 CH03                 CH04                  CH05                  CH06                   CH07                   CH08                   CH09                   CH10                   CH11                    CH12                    CH13                    CH14                    CH15                    CH16                    CH17                    CH18                    CH19                    CH20                    CH21                    CH22                    CH23                    
LINE:2
4    2   3       20241126T233110.332045635Z 20241126T233114.000000000Z 1732663874.000000000 489900.6 6277177.2 2.2    20241126T233115.000000000Z 489901.3 6277182.7 2.6        489901.3 6277182.2 1.8       489899.8 6277172.3 2.5       1.1 X -0.00092404428639301407 394.25337082704056   1.1382143820857102e-05 0.00018919095386305017 0.6328995264181837      23  2048.408952470169    3042.8415592031683   2557.2131969683351   1650.5669390441778    993.92862214243928    437.20516134648398     145.2293883542811      55.842244354934863     23.740071181226007     10.676668889057192     5.8229608357626308      3.1664763803166589      1.7170200300553047      0.78598714200289255     0.60860826907166898     0.050002052972245109    -0.30015759951974297    0.086871650301795764    0.34555213908649401     0.03358911139090949     0.0078585793646370073   0.055919148725068757    -0.057159037398903462   
4    2   3       20241126T233110.332045635Z 20241126T233114.000000000Z 1732663874.000000000 489900.6 6277177.2 2.2    20241126T233115.000000000Z 489901.3 6277182.7 2.6        489901.3 6277182.2 1.8       489899.8 6277172.3 2.5       1.2 Y 0.00022868958525967275  -859.46409981701834  9.1777237990329147e-06 8.5328273703417536e-05 -0.27391723506119664    23  -251.2754540773287   -507.11495478844711  -477.08852918049013  -302.98063542536602   -167.72560752532601   -67.867635816085098    -19.502619320403237    -7.7661933529114275    -4.359635539461193     -0.32124986698462943   -0.13984419925261743    0.43490146060392432     0.40647999582546251     0.20924933966967937     -0.076272114316537326   0.034273857226481359    -0.18621645152354407    0.031343944255232091    0.17767094020932583     -0.062773962195317029   -0.07947013367462466    -0.0080548398074724806  -0.00045935958587639309 
4    2   3       20241126T233110.332045635Z 20241126T233114.000000000Z 1732663874.000000000 489900.6 6277177.2 2.2    20241126T233115.000000000Z 489901.3 6277182.7 2.6        489901.3 6277182.2 1.8       489899.8 6277172.3 2.5       1.3 Z -0.0013190781827614204  -14980.737306692257  7.277227542353619e-06  0.00020006823332632402 -2.8199439672933742     23  -1008.6466798242747  -45.829880149880935  650.23956853830521   807.50271997267862    693.72192637619128    423.03389846414825     196.61852194237991     92.332261627539268     44.812133560275996     21.343473632418338     11.56772616520634       6.0332056670503924      3.4766605088067983      2.2198298953861175      1.2093529907863012      0.62535665302414356     0.14888623601965154     0.19247205982209367     0.36398568620405941     0.11236943315618854     0.031438742683865636    0.074894093821769175    0.01219462405089107     
5    2   4       20241126T233110.332045635Z 20241126T233115.000000000Z 1732663875.000000000 489900.6 6277177.4 2.2    20241126T233116.000000000Z 489901.2 6277182.8 2.6        489901.3 6277182.3 1.8       489899.8 6277172.4 2.5       1.1 X -0.00062015071138649721 -584.37083349163345  1.1479300273801966e-05 0.0001944230055109052  0.8673971676290404      23  2002.8169056109916   2972.1687262652999   2498.9342335239903   1614.2112427426844    972.51239526863924    427.81337718343713     142.75936382057097     54.815798750982673     23.219321020399889     9.8239601736895885     5.0943617650147681      2.2569350486565805      1.1784712455088067      0.5693979752553493      0.88768297498362758     0.28278452428053957     0.15136249575496938     0.0072297511244795139   0.32243211579965253     0.031064757945253003    0.00040321090443314311  -0.047500193968323501   -0.049552359834561618   
5    2   4       20241126T233110.332045635Z 20241126T233115.000000000Z 1732663875.000000000 489900.6 6277177.4 2.2    20241126T233116.000000000Z 489901.2 6277182.8 2.6        489901.3 6277182.3 1.8       489899.8 6277172.4 2.5       1.2 Y 0.00030755688629112188  -245.77960091640091  7.7003485497402573e-06 8.1204289090107407e-05 -0.27044697776817339    23  -318.54212311672973  -577.06868084295343  -519.92020737381927  -329.76878811590745   -186.68040338159292   -77.130855082736929    -22.979256786810943    -8.9848723588952488    -4.9294390804472004    -1.2683704806778198    -0.73719218673158848    -0.13853453603826371    0.067967565857225729    0.10726858339367441     0.11728539100359725     0.069143512392166581    -0.14292998123780734    -0.23599968820427403    0.189462018523158       -0.051366208331496251   -0.045015078340129883   -0.024198644336059012   -0.0044500372663398716  
5    2   4       20241126T233110.332045635Z 20241126T233115.000000000Z 1732663875.000000000 489900.6 6277177.4 2.2    20241126T233116.000000000Z 489901.2 6277182.8 2.6        489901.3 6277182.3 1.8       489899.8 6277172.4 2.5       1.3 Z -0.0013984208474964572  -14293.932086914707  7.1578367250661529e-06 0.00019640203116034132 -2.6310770960795429     23  -960.89478236612399  -5.9936666096550404  670.96835913038171   815.49417519467602    695.64433813547907    422.47801214220317     195.82863322287599     91.537373845432512     44.153181482723021     21.178584314419634     11.332278416032949      5.7463131902919242      3.1439682450676378      2.0483157802109897      1.1937950767468624      0.81433263613584017     0.45323584630135555     0.17369839566110898     0.347511997168933       0.14915126674035251     0.043749582993784938    0.023260821519413829    0.01126985097012038     
6    2   5       20241126T233110.332045635Z 20241126T233116.000000000Z 1732663876.000000000 489900.6 6277177.8 2.1    20241126T233117.000000000Z 489901.3 6277183.3 2.6        489901.2 6277182.8 1.8       489899.9 6277172.9 2.5       1.1 X -0.00074519935925223667 -1900.5287641902069  1.1784396172021596e-05 0.00019591076812150904 0.9717920238869322      23  1996.5557957946894   2989.9968687543819   2526.7705277275645   1639.438139325131     991.45574510581946    439.30690828930972     147.05216874723223     57.137277876276308     24.162335522913985     10.396587544100433     5.3691347585913407      2.7692306645966895      1.7889737938012478      0.9448286078831839      0.64206161135025819     0.1670622812285974      -0.035896068130161739   0.046351650556156622    0.14789323429592127     0.003374947766403544    0.038271894227932396    -0.084030828558689236   0.00014722903138264978  
6    2   5       20241126T233110.332045635Z 20241126T233116.000000000Z 1732663876.000000000 489900.6 6277177.8 2.1    20241126T233117.000000000Z 489901.3 6277183.3 2.6        489901.2 6277182.8 1.8       489899.9 6277172.9 2.5       1.2 Y 0.0005363224577431652   349.33138612210701   8.2410869957717174e-06 7.3028599293614808e-05 0.1887741519813618      23  -388.91702363428976  -629.69013246800546  -538.94691698348583  -335.72716134428487   -191.00411813438512   -79.730801352896179    -23.849226606429696    -9.3591157528739419    -5.0491596178511058    -1.3634264313686546    -0.65426808340362497    -0.01868804952318576    0.21957820261122993     0.15236263765718616     -0.1307979130569123     -0.090980301678722272   -0.25054431550890699    -0.081956040103063274   0.083009236676703083    0.026464471822507055    -0.048556963752374352   -0.054376596047046935   -0.0073280607043970441  
6    2   5       20241126T233110.332045635Z 20241126T233116.000000000Z 1732663876.000000000 489900.6 6277177.8 2.1    20241126T233117.000000000Z 489901.3 6277183.3 2.6        489901.2 6277182.8 1.8       489899.9 6277172.9 2.5       1.3 Z -0.0013645891241986056  -14123.946504395013  8.1556983485094192e-06 0.00018766645354759761 -2.479733368516897      23  -1011.408643203779   -83.659233253881425  605.62362290129408   772.23851815541025    668.68168050357804    409.85186180600601     190.50273516922149     89.282235101098976     43.090343877699716     20.752602792523806     11.170554480813159      5.676196092896034       3.3305229517522381      2.1676193866474081      1.1580753664830843      0.7319511891158047      0.31492147813969879     0.15177191786494129     0.24298927743637835     0.066504076853692237    0.075245664701455994    -0.03684013561001756    -0.0023630131733785691  
7    2   6       20241126T233110.332045635Z 20241126T233117.000000000Z 1732663877.000000000 489900.6 6277178.5 2.1    20241126T233118.000000000Z 489901.3 6277184.0 2.6        489901.3 6277183.4 1.8       489900.0 6277173.6 2.5       1.1 X -0.0011546136925678547  -1473.0500039518231  1.0166291485499638e-05 0.0002053373079079494  1.1011426174285659      23  2141.9588026456759   3135.76694697621     2605.9230070035001   1665.8861498705926    995.88712143580676    435.16947687396362     143.43364442410183     55.737037359546846     23.327368133367088     10.187565147340289     5.3204255153611513      2.6302897960479847      1.6009767829351733      0.89974859547886032     0.44424708630610305     0.10916159771698264     -0.20404704568200308    -0.10886380795141939    0.2172403948152162      0.12934984696973997     -0.011520517125130634   -0.04972144933834189    0.032091956836559694    
