,time,x,y,z,C,source
1,2024-11-26 23:31:11+00:00,489900.6,6277177.1,2.2,X,Loupe
2,2024-11-26 23:31:11+00:00,489900.6,6277177.1,2.2,Y,Loupe
3,2024-11-26 23:31:11+00:00,489900.6,6277177.1,2.2,Z,Loupe
4,2024-11-26 23:31:12+00:00,489900.6,6277177.2,2.2,X,Loupe
5,2024-11-26 23:31:12+00:00,489900.6,6277177.2,2.2,Y,Loupe
6,2024-11-26 23:31:12+00:00,489900.6,6277177.2,2.2,Z,Loupe
7,2024-11-26 23:31:13+00:00,489900.6,6277177.2,2.2,X,Loupe
8,2024-11-26 23:31:13+00:00,489900.6,6277177.2,2.2,Y,Loupe
9,2024-11-26 23:31:13+00:00,489900.6,6277177.2,2.2,Z,Loupe
10,2024-11-26 23:31:14+00:00,489900.6,6277177.2,2.2,X,Loupe
11,2024-11-26 23:31:14+00:00,489900.6,6277177.2,2.2,Y,Loupe
12,2024-11-26 23:31:14+00:00,489900.6,6277177.2,2.2,Z,Loupe
13,2024-11-26 23:31:15+00:00,489900.6,6277177.4,2.2,X,Loupe
14,2024-11-26 23:31:15+00:00,489900.6,6277177.4,2.2,Y,Loupe
15,2024-11-26 23:31:15+00:00,489900.6,6277177.4,2.2,Z,Loupe
16,2024-11-26 23:31:16+00:00,489900.6,6277177.8,2.1,X,Loupe
17,2024-11-26 23:31:16+00:00,489900.6,6277177.8,2.1,Y,Loupe
18,2024-11-26 23:31:16+00:00,489900.6,6277177.8,2.1,Z,Loupe
19,2024-11-26 23:31:17+00:00,489900.6,6277178.5,2.1,X,Loupe
20,2024-11-26 23:31:17+00:00,489900.6,6277178.5,2.1,Y,Loupe
21,2024-11-26 23:31:17+00:00,489900.6,6277178.5,2.1,Z,Loupe
22,2024-11-26 23:31:18+00:00,489900.8,6277179.5,2.1,X,Loupe
23,2024-11-26 23:31:18+00:00,489900.8,6277179.5,2.1,Y,Loupe
24,2024-11-26 23:31:18+00:00,489900.8,6277179.5,2.1,Z,Loupe
25,2024-11-26 23:31:19+00:00,489900.9,6277180.6,2.1,X,Loupe
26,2024-11-26 23:31:19+00:00,489900.9,6277180.6,2.1,Y,Loupe
27,2024-11-26 23:31:19+00:00,489900.9,6277180.6,2.1,Z,Loupe
28,2024-11-26 23:31:20+00:00,489901.1,6277181.7,2.1,X,Loupe
29,2024-11-26 23:31:20+00:00,489901.1,6277181.7,2.1,Y,Loupe
30,2024-11-26 23:31:20+00:00,489901.1,6277181.7,2.1,Z,Loupe
31,2024-11-26 23:31:21+00:00,489901.3,6277182.8,2.1,X,Loupe
32,2024-11-26 23:31:21+00:00,489901.3,6277182.8,2.1,Y,Loupe
33,2024-11-26 23:31:21+00:00,489901.3,6277182.8,2.1,Z,Loupe
34,2024-11-26 23:31:22+00:00,489901.4,6277184.1,2.1,X,Loupe
35,2024-11-26 23:31:22+00:00,489901.4,6277184.1,2.1,Y,Loupe
36,2024-11-26 23:31:22+00:00,489901.4,6277184.1,2.1,Z,Loupe
37,2024-11-26 23:31:23+00:00,489901.6,6277185.2,2.1,X,Loupe
38,2024-11-26 23:31:23+00:00,489901.6,6277185.2,2.1,Y,Loupe
39,2024-11-26 23:31:23+00:00,489901.6,6277185.2,2.1,Z,Loupe
40,2024-11-26 23:31:24+00:00,489901.7,6277186.3,2.1,X,Loupe
41,2024-11-26 23:31:24+00:00,489901.7,6277186.3,2.1,Y,Loupe
42,2024-11-26 23:31:24+00:00,489901.7,6277186.3,2.1,Z,Loupe
43,2024-11-26 23:31:25+00:00,489902.0,6277187.5,2.0,X,Loupe
44,2024-11-26 23:31:25+00:00,489902.0,6277187.5,2.0,Y,Loupe
45,2024-11-26 23:31:25+00:00,489902.0,6277187.5,2.0,Z,Loupe
46,2024-11-26 23:31:26+00:00,489902.1,6277188.6,2.0,X,Loupe
47,2024-11-26 23:31:26+00:00,489902.1,6277188.6,2.0,Y,Loupe
48,2024-11-26 23:31:26+00:00,489902.1,6277188.6,2.0,Z,Loupe
49,2024-11-26 23:31:27+00:00,489902.2,6277189.8,2.0,X,Loupe
50,2024-11-26 23:31:27+00:00,489902.2,6277189.8,2.0,Y,Loupe
51,2024-11-26 23:31:27+00:00,489902.2,6277189.8,2.0,Z,Loupe
52,2024-11-26 23:31:28+00:00,489902.3,6277191.2,2.0,X,Loupe
53,2024-11-26 23:31:28+00:00,489902.3,6277191.2,2.0,Y,Loupe
54,2024-11-26 23:31:28+00:00,489902.3,6277191.2,2.0,Z,Loupe
55,2024-11-26 23:31:29+00:00,489902.4,6277192.5,2.0,X,Loupe
56,2024-11-26 23:31:29+00:00,489902.4,6277192.5,2.0,Y,Loupe
57,2024-11-26 23:31:29+00:00,489902.4,6277192.5,2.0,Z,Loupe
58,2024-11-26 23:31:30+00:00,489902.5,6277193.7,2.0,X,Loupe
59,2024-11-26 23:31:30+00:00,489902.5,6277193.7,2.0,Y,Loupe
60,2024-11-26 23:31:30+00:00,489902.5,6277193.7,2.0,Z,Loupe
61,2024-11-26 23:31:31+00:00,489902.6,6277195.0,2.1,X,Loupe
62,2024-11-26 23:31:31+00:00,489902.6,6277195.0,2.1,Y,Loupe
63,2024-11-26 23:31:31+00:00,489902.6,6277195.0,2.1,Z,Loupe
64,2024-11-26 23:31:32+00:00,489902.8,6277196.3,2.1,X,Loupe
65,2024-11-26 23:31:32+00:00,489902.8,6277196.3,2.1,Y,Loupe
66,2024-11-26 23:31:32+00:00,489902.8,6277196.3,2.1,Z,Loupe
67,2024-11-26 23:31:33+00:00,489903.0,6277197.5,2.1,X,Loupe
68,2024-11-26 23:31:33+00:00,489903.0,6277197.5,2.1,Y,Loupe
69,2024-11-26 23:31:33+00:00,489903.0,6277197.5,2.1,Z,Loupe
70,2024-11-26 23:31:34+00:00,489903.2,6277198.9,2.2,X,Loupe
71,2024-11-26 23:31:34+00:00,489903.2,6277198.9,2.2,Y,Loupe
72,2024-11-26 23:31:34+00:00,489903.2,6277198.9,2.2,Z,Loupe
73,2024-11-26 23:31:35+00:00,489903.3,6277200.2,2.2,X,Loupe
74,2024-11-26 23:31:35+00:00,489903.3,6277200.2,2.2,Y,Loupe
75,2024-11-26 23:31:35+00:00,489903.3,6277200.2,2.2,Z,Loupe
76,2024-11-26 23:31:36+00:00,489903.4,6277201.5,2.2,X,Loupe
77,2024-11-26 23:31:36+00:00,489903.4,6277201.5,2.2,Y,Loupe
78,2024-11-26 23:31:36+00:00,489903.4,6277201.5,2.2,Z,Loupe
79,2024-11-26 23:31:37+00:00,489903.5,6277202.8,2.2,X,Loupe
80,2024-11-26 23:31:37+00:00,489903.5,6277202.8,2.2,Y,Loupe
81,2024-11-26 23:31:37+00:00,489903.5,6277202.8,2.2,Z,Loupe
82,2024-11-26 23:31:38+00:00,489903.7,6277204.1,2.2,X,Loupe
83,2024-11-26 23:31:38+00:00,489903.7,6277204.1,2.2,Y,Loupe
84,2024-11-26 23:31:38+00:00,489903.7,6277204.1,2.2,Z,Loupe
85,2024-11-26 23:31:39+00:00,489903.8,6277205.4,2.3,X,Loupe
86,2024-11-26 23:31:39+00:00,489903.8,6277205.4,2.3,Y,Loupe
87,2024-11-26 23:31:39+00:00,489903.8,6277205.4,2.3,Z,Loupe
88,2024-11-26 23:31:40+00:00,489903.9,6277206.7,2.4,X,Loupe
89,2024-11-26 23:31:40+00:00,489903.9,6277206.7,2.4,Y,Loupe
90,2024-11-26 23:31:40+00:00,489903.9,6277206.7,2.4,Z,Loupe
91,2024-11-26 23:31:41+00:00,489904.1,6277207.9,2.4,X,Loupe
92,2024-11-26 23:31:41+00:00,489904.1,6277207.9,2.4,Y,Loupe
93,2024-11-26 23:31:41+00:00,489904.1,6277207.9,2.4,Z,Loupe
94,2024-11-26 23:31:42+00:00,489904.4,6277209.2,2.4,X,Loupe
95,2024-11-26 23:31:42+00:00,489904.4,6277209.2,2.4,Y,Loupe
96,2024-11-26 23:31:42+00:00,489904.4,6277209.2,2.4,Z,Loupe
97,2024-11-26 23:31:43+00:00,489904.5,6277210.5,2.4,X,Loupe
98,2024-11-26 23:31:43+00:00,489904.5,6277210.5,2.4,Y,Loupe
99,2024-11-26 23:31:43+00:00,489904.5,6277210.5,2.4,Z,Loupe
100,2024-11-26 23:31:44+00:00,489904.7,6277211.7,2.4,X,Loupe
101,2024-11-26 23:31:44+00:00,489904.7,6277211.7,2.4,Y,Loupe
102,2024-11-26 23:31:44+00:00,489904.7,6277211.7,2.4,Z,Loupe
103,2024-11-26 23:31:45+00:00,489904.8,6277213.1,2.4,X,Loupe
104,2024-11-26 23:31:45+00:00,489904.8,6277213.1,2.4,Y,Loupe
105,2024-11-26 23:31:45+00:00,489904.8,6277213.1,2.4,Z,Loupe
106,2024-11-26 23:31:46+00:00,489904.9,6277214.4,2.4,X,Loupe
107,2024-11-26 23:31:46+00:00,489904.9,6277214.4,2.4,Y,Loupe
108,2024-11-26 23:31:46+00:00,489904.9,6277214.4,2.4,Z,Loupe
109,2024-11-26 23:31:47+00:00,489904.9,6277215.7,2.4,X,Loupe
110,2024-11-26 23:31:47+00:00,489904.9,6277215.7,2.4,Y,Loupe
111,2024-11-26 23:31:47+00:00,489904.9,6277215.7,2.4,Z,Loupe
112,2024-11-26 23:31:48+00:00,489904.9,6277217.1,2.5,X,Loupe
113,2024-11-26 23:31:48+00:00,489904.9,6277217.1,2.5,Y,Loupe
114,2024-11-26 23:31:48+00:00,489904.9,6277217.1,2.5,Z,Loupe
115,2024-11-26 23:31:49+00:00,489904.9,6277218.5,2.5,X,Loupe
116,2024-11-26 23:31:49+00:00,489904.9,6277218.5,2.5,Y,Loupe
117,2024-11-26 23:31:49+00:00,489904.9,6277218.5,2.5,Z,Loupe
118,2024-11-26 23:31:50+00:00,489904.7,6277219.7,2.4,X,Loupe
119,2024-11-26 23:31:50+00:00,489904.7,6277219.7,2.4,Y,Loupe
120,2024-11-26 23:31:50+00:00,489904.7,6277219.7,2.4,Z,Loupe
121,2024-11-26 23:31:51+00:00,489904.3,6277220.9,2.4,X,Loupe
122,2024-11-26 23:31:51+00:00,489904.3,6277220.9,2.4,Y,Loupe
123,2024-11-26 23:31:51+00:00,489904.3,6277220.9,2.4,Z,Loupe
124,2024-11-26 23:31:52+00:00,489903.8,6277221.8,2.4,X,Loupe
125,2024-11-26 23:31:52+00:00,489903.8,6277221.8,2.4,Y,Loupe
126,2024-11-26 23:31:52+00:00,489903.8,6277221.8,2.4,Z,Loupe
127,2024-11-26 23:31:53+00:00,489903.4,6277222.7,2.4,X,Loupe
128,2024-11-26 23:31:53+00:00,489903.4,6277222.7,2.4,Y,Loupe
129,2024-11-26 23:31:53+00:00,489903.4,6277222.7,2.4,Z,Loupe
130,2024-11-26 23:31:54+00:00,489902.9,6277223.4,2.4,X,Loupe
131,2024-11-26 23:31:54+00:00,489902.9,6277223.4,2.4,Y,Loupe
132,2024-11-26 23:31:54+00:00,489902.9,6277223.4,2.4,Z,Loupe
133,2024-11-26 23:31:55+00:00,489902.3,6277223.9,2.4,X,Loupe
134,2024-11-26 23:31:55+00:00,489902.3,6277223.9,2.4,Y,Loupe
135,2024-11-26 23:31:55+00:00,489902.3,6277223.9,2.4,Z,Loupe
136,2024-11-26 23:31:56+00:00,489901.6,6277224.4,2.4,X,Loupe
137,2024-11-26 23:31:56+00:00,489901.6,6277224.4,2.4,Y,Loupe
138,2024-11-26 23:31:56+00:00,489901.6,6277224.4,2.4,Z,Loupe
139,2024-11-26 23:31:57+00:00,489900.8,6277225.0,2.4,X,Loupe
140,2024-11-26 23:31:57+00:00,489900.8,6277225.0,2.4,Y,Loupe
141,2024-11-26 23:31:57+00:00,489900.8,6277225.0,2.4,Z,Loupe
142,2024-11-26 23:31:58+00:00,489899.9,6277225.5,2.5,X,Loupe
143,2024-11-26 23:31:58+00:00,489899.9,6277225.5,2.5,Y,Loupe
144,2024-11-26 23:31:58+00:00,489899.9,6277225.5,2.5,Z,Loupe
145,2024-11-26 23:31:59+00:00,489898.8,6277225.9,2.4,X,Loupe
146,2024-11-26 23:31:59+00:00,489898.8,6277225.9,2.4,Y,Loupe
147,2024-11-26 23:31:59+00:00,489898.8,6277225.9,2.4,Z,Loupe
148,2024-11-26 23:32:00+00:00,489897.8,6277226.1,2.4,X,Loupe
149,2024-11-26 23:32:00+00:00,489897.8,6277226.1,2.4,Y,Loupe
150,2024-11-26 23:32:00+00:00,489897.8,6277226.1,2.4,Z,Loupe
151,2024-11-26 23:32:01+00:00,489896.6,6277226.2,2.4,X,Loupe
152,2024-11-26 23:32:01+00:00,489896.6,6277226.2,2.4,Y,Loupe
153,2024-11-26 23:32:01+00:00,489896.6,6277226.2,2.4,Z,Loupe
154,2024-11-26 23:32:02+00:00,489895.4,6277226.2,2.3,X,Loupe
155,2024-11-26 23:32:02+00:00,489895.4,6277226.2,2.3,Y,Loupe
156,2024-11-26 23:32:02+00:00,489895.4,6277226.2,2.3,Z,Loupe
157,2024-11-26 23:32:03+00:00,489894.1,6277225.9,2.3,X,Loupe
158,2024-11-26 23:32:03+00:00,489894.1,6277225.9,2.3,Y,Loupe
159,2024-11-26 23:32:03+00:00,489894.1,6277225.9,2.3,Z,Loupe
160,2024-11-26 23:32:04+00:00,489892.8,6277225.7,2.3,X,Loupe
161,2024-11-26 23:32:04+00:00,489892.8,6277225.7,2.3,Y,Loupe
162,2024-11-26 23:32:04+00:00,489892.8,6277225.7,2.3,Z,Loupe
163,2024-11-26 23:32:05+00:00,489891.5,6277225.5,2.3,X,Loupe
164,2024-11-26 23:32:05+00:00,489891.5,6277225.5,2.3,Y,Loupe
165,2024-11-26 23:32:05+00:00,489891.5,6277225.5,2.3,Z,Loupe
166,2024-11-26 23:32:06+00:00,489890.2,6277225.2,2.3,X,Loupe
167,2024-11-26 23:32:06+00:00,489890.2,6277225.2,2.3,Y,Loupe
168,2024-11-26 23:32:06+00:00,489890.2,6277225.2,2.3,Z,Loupe
169,2024-11-26 23:32:07+00:00,489889.0,6277224.9,2.3,X,Loupe
170,2024-11-26 23:32:07+00:00,489889.0,6277224.9,2.3,Y,Loupe
171,2024-11-26 23:32:07+00:00,489889.0,6277224.9,2.3,Z,Loupe
172,2024-11-26 23:32:08+00:00,489887.7,6277224.5,2.2,X,Loupe
173,2024-11-26 23:32:08+00:00,489887.7,6277224.5,2.2,Y,Loupe
174,2024-11-26 23:32:08+00:00,489887.7,6277224.5,2.2,Z,Loupe
175,2024-11-26 23:32:09+00:00,489886.5,6277224.1,2.2,X,Loupe
176,2024-11-26 23:32:09+00:00,489886.5,6277224.1,2.2,Y,Loupe
177,2024-11-26 23:32:09+00:00,489886.5,6277224.1,2.2,Z,Loupe
178,2024-11-26 23:32:10+00:00,489885.2,6277223.8,2.2,X,Loupe
179,2024-11-26 23:32:10+00:00,489885.2,6277223.8,2.2,Y,Loupe
180,2024-11-26 23:32:10+00:00,489885.2,6277223.8,2.2,Z,Loupe
181,2024-11-26 23:32:11+00:00,489883.9,6277223.5,2.2,X,Loupe
182,2024-11-26 23:32:11+00:00,489883.9,6277223.5,2.2,Y,Loupe
183,2024-11-26 23:32:11+00:00,489883.9,6277223.5,2.2,Z,Loupe
184,2024-11-26 23:32:12+00:00,489882.7,6277223.2,2.2,X,Loupe
185,2024-11-26 23:32:12+00:00,489882.7,6277223.2,2.2,Y,Loupe
186,2024-11-26 23:32:12+00:00,489882.7,6277223.2,2.2,Z,Loupe
187,2024-11-26 23:32:13+00:00,489881.4,6277222.9,2.2,X,Loupe
188,2024-11-26 23:32:13+00:00,489881.4,6277222.9,2.2,Y,Loupe
189,2024-11-26 23:32:13+00:00,489881.4,6277222.9,2.2,Z,Loupe
190,2024-11-26 23:32:14+00:00,489880.1,6277222.5,2.2,X,Loupe
191,2024-11-26 23:32:14+00:00,489880.1,6277222.5,2.2,Y,Loupe
192,2024-11-26 23:32:14+00:00,489880.1,6277222.5,2.2,Z,Loupe
193,2024-11-26 23:32:15+00:00,489878.8,6277222.1,2.2,X,Loupe
194,2024-11-26 23:32:15+00:00,489878.8,6277222.1,2.2,Y,Loupe
195,2024-11-26 23:32:15+00:00,489878.8,6277222.1,2.2,Z,Loupe
196,2024-11-26 23:32:16+00:00,489877.6,6277221.8,2.2,X,Loupe
197,2024-11-26 23:32:16+00:00,489877.6,6277221.8,2.2,Y,Loupe
198,2024-11-26 23:32:16+00:00,489877.6,6277221.8,2.2,Z,Loupe
199,2024-11-26 23:32:17+00:00,489876.3,6277221.5,2.2,X,Loupe
200,2024-11-26 23:32:17+00:00,489876.3,6277221.5,2.2,Y,Loupe
201,2024-11-26 23:32:17+00:00,489876.3,6277221.5,2.2,Z,Loupe
202,2024-11-26 23:32:18+00:00,489875.0,6277221.3,2.2,X,Loupe
203,2024-11-26 23:32:18+00:00,489875.0,6277221.3,2.2,Y,Loupe
204,2024-11-26 23:32:18+00:00,489875.0,6277221.3,2.2,Z,Loupe
205,2024-11-26 23:32:19+00:00,489873.7,6277220.9,2.2,X,Loupe
206,2024-11-26 23:32:19+00:00,489873.7,6277220.9,2.2,Y,Loupe
207,2024-11-26 23:32:19+00:00,489873.7,6277220.9,2.2,Z,Loupe
208,2024-11-26 23:32:20+00:00,489872.5,6277220.6,2.2,X,Loupe
209,2024-11-26 23:32:20+00:00,489872.5,6277220.6,2.2,Y,Loupe
210,2024-11-26 23:32:20+00:00,489872.5,6277220.6,2.2,Z,Loupe
211,2024-11-26 23:32:21+00:00,489871.2,6277220.2,2.3,X,Loupe
212,2024-11-26 23:32:21+00:00,489871.2,6277220.2,2.3,Y,Loupe
213,2024-11-26 23:32:21+00:00,489871.2,6277220.2,2.3,Z,Loupe
214,2024-11-26 23:32:22+00:00,489870.0,6277219.9,2.2,X,Loupe
215,2024-11-26 23:32:22+00:00,489870.0,6277219.9,2.2,Y,Loupe
216,2024-11-26 23:32:22+00:00,489870.0,6277219.9,2.2,Z,Loupe
217,2024-11-26 23:32:23+00:00,489868.7,6277219.6,2.3,X,Loupe
218,2024-11-26 23:32:23+00:00,489868.7,6277219.6,2.3,Y,Loupe
219,2024-11-26 23:32:23+00:00,489868.7,6277219.6,2.3,Z,Loupe
220,2024-11-26 23:32:24+00:00,489867.4,6277219.3,2.3,X,Loupe
221,2024-11-26 23:32:24+00:00,489867.4,6277219.3,2.3,Y,Loupe
222,2024-11-26 23:32:24+00:00,489867.4,6277219.3,2.3,Z,Loupe
223,2024-11-26 23:32:25+00:00,489866.1,6277218.9,2.3,X,Loupe
224,2024-11-26 23:32:25+00:00,489866.1,6277218.9,2.3,Y,Loupe
225,2024-11-26 23:32:25+00:00,489866.1,6277218.9,2.3,Z,Loupe
226,2024-11-26 23:32:26+00:00,489864.6,6277218.5,2.2,X,Loupe
227,2024-11-26 23:32:26+00:00,489864.6,6277218.5,2.2,Y,Loupe
228,2024-11-26 23:32:26+00:00,489864.6,6277218.5,2.2,Z,Loupe
229,2024-11-26 23:32:27+00:00,489863.2,6277218.2,2.2,X,Loupe
230,2024-11-26 23:32:27+00:00,489863.2,6277218.2,2.2,Y,Loupe
231,2024-11-26 23:32:27+00:00,489863.2,6277218.2,2.2,Z,Loupe
232,2024-11-26 23:32:28+00:00,489861.8,6277217.9,2.3,X,Loupe
233,2024-11-26 23:32:28+00:00,489861.8,6277217.9,2.3,Y,Loupe
234,2024-11-26 23:32:28+00:00,489861.8,6277217.9,2.3,Z,Loupe
235,2024-11-26 23:32:29+00:00,489860.4,6277217.6,2.3,X,Loupe
236,2024-11-26 23:32:29+00:00,489860.4,6277217.6,2.3,Y,Loupe
237,2024-11-26 23:32:29+00:00,489860.4,6277217.6,2.3,Z,Loupe
238,2024-11-26 23:32:30+00:00,489859.0,6277217.2,2.2,X,Loupe
239,2024-11-26 23:32:30+00:00,489859.0,6277217.2,2.2,Y,Loupe
240,2024-11-26 23:32:30+00:00,489859.0,6277217.2,2.2,Z,Loupe
241,2024-11-26 23:32:31+00:00,489857.7,6277216.9,2.2,X,Loupe
242,2024-11-26 23:32:31+00:00,489857.7,6277216.9,2.2,Y,Loupe
243,2024-11-26 23:32:31+00:00,489857.7,6277216.9,2.2,Z,Loupe
244,2024-11-26 23:32:32+00:00,489856.4,6277216.5,2.2,X,Loupe
245,2024-11-26 23:32:32+00:00,489856.4,6277216.5,2.2,Y,Loupe
246,2024-11-26 23:32:32+00:00,489856.4,6277216.5,2.2,Z,Loupe
247,2024-11-26 23:32:33+00:00,489855.1,6277216.1,2.2,X,Loupe
248,2024-11-26 23:32:33+00:00,489855.1,6277216.1,2.2,Y,Loupe
249,2024-11-26 23:32:33+00:00,489855.1,6277216.1,2.2,Z,Loupe
250,2024-11-26 23:32:34+00:00,489853.7,6277215.8,2.2,X,Loupe
251,2024-11-26 23:32:34+00:00,489853.7,6277215.8,2.2,Y,Loupe
252,2024-11-26 23:32:34+00:00,489853.7,6277215.8,2.2,Z,Loupe
253,2024-11-26 23:32:35+00:00,489852.4,6277215.5,2.2,X,Loupe
254,2024-11-26 23:32:35+00:00,489852.4,6277215.5,2.2,Y,Loupe
255,2024-11-26 23:32:35+00:00,489852.4,6277215.5,2.2,Z,Loupe
256,2024-11-26 23:32:36+00:00,489851.1,6277215.3,2.2,X,Loupe
257,2024-11-26 23:32:36+00:00,489851.1,6277215.3,2.2,Y,Loupe
258,2024-11-26 23:32:36+00:00,489851.1,6277215.3,2.2,Z,Loupe
259,2024-11-26 23:32:37+00:00,489849.8,6277215.0,2.2,X,Loupe
260,2024-11-26 23:32:37+00:00,489849.8,6277215.0,2.2,Y,Loupe
261,2024-11-26 23:32:37+00:00,489849.8,6277215.0,2.2,Z,Loupe
262,2024-11-26 23:32:38+00:00,489848.5,6277214.7,2.3,X,Loupe
263,2024-11-26 23:32:38+00:00,489848.5,6277214.7,2.3,Y,Loupe
264,2024-11-26 23:32:38+00:00,489848.5,6277214.7,2.3,Z,Loupe
265,2024-11-26 23:32:39+00:00,489847.3,6277214.3,2.3,X,Loupe
266,2024-11-26 23:32:39+00:00,489847.3,6277214.3,2.3,Y,Loupe
267,2024-11-26 23:32:39+00:00,489847.3,6277214.3,2.3,Z,Loupe
268,2024-11-26 23:32:40+00:00,489846.0,6277213.8,2.3,X,Loupe
269,2024-11-26 23:32:40+00:00,489846.0,6277213.8,2.3,Y,Loupe
270,2024-11-26 23:32:40+00:00,489846.0,6277213.8,2.3,Z,Loupe
271,2024-11-26 23:32:41+00:00,489844.7,6277213.5,2.3,X,Loupe
272,2024-11-26 23:32:41+00:00,489844.7,6277213.5,2.3,Y,Loupe
273,2024-11-26 23:32:41+00:00,489844.7,6277213.5,2.3,Z,Loupe
274,2024-11-26 23:32:42+00:00,489843.4,6277213.2,2.4,X,Loupe
275,2024-11-26 23:32:42+00:00,489843.4,6277213.2,2.4,Y,Loupe
276,2024-11-26 23:32:42+00:00,489843.4,6277213.2,2.4,Z,Loupe
277,2024-11-26 23:32:43+00:00,489842.1,6277212.8,2.4,X,Loupe
278,2024-11-26 23:32:43+00:00,489842.1,6277212.8,2.4,Y,Loupe
279,2024-11-26 23:32:43+00:00,489842.1,6277212.8,2.4,Z,Loupe
280,2024-11-26 23:32:44+00:00,489840.7,6277212.5,2.4,X,Loupe
281,2024-11-26 23:32:44+00:00,489840.7,6277212.5,2.4,Y,Loupe
282,2024-11-26 23:32:44+00:00,489840.7,6277212.5,2.4,Z,Loupe
283,2024-11-26 23:32:45+00:00,489839.3,6277212.2,2.4,X,Loupe
284,2024-11-26 23:32:45+00:00,489839.3,6277212.2,2.4,Y,Loupe
285,2024-11-26 23:32:45+00:00,489839.3,6277212.2,2.4,Z,Loupe
286,2024-11-26 23:32:46+00:00,489838.0,6277211.8,2.5,X,Loupe
287,2024-11-26 23:32:46+00:00,489838.0,6277211.8,2.5,Y,Loupe
288,2024-11-26 23:32:46+00:00,489838.0,6277211.8,2.5,Z,Loupe
289,2024-11-26 23:32:47+00:00,489836.6,6277211.4,2.5,X,Loupe
290,2024-11-26 23:32:47+00:00,489836.6,6277211.4,2.5,Y,Loupe
291,2024-11-26 23:32:47+00:00,489836.6,6277211.4,2.5,Z,Loupe
292,2024-11-26 23:32:48+00:00,489835.2,6277211.1,2.5,X,Loupe
293,2024-11-26 23:32:48+00:00,489835.2,6277211.1,2.5,Y,Loupe
294,2024-11-26 23:32:48+00:00,489835.2,6277211.1,2.5,Z,Loupe
295,2024-11-26 23:32:49+00:00,489833.9,6277210.8,2.5,X,Loupe
296,2024-11-26 23:32:49+00:00,489833.9,6277210.8,2.5,Y,Loupe
297,2024-11-26 23:32:49+00:00,489833.9,6277210.8,2.5,Z,Loupe
298,2024-11-26 23:32:50+00:00,489832.7,6277210.5,2.6,X,Loupe
299,2024-11-26 23:32:50+00:00,489832.7,6277210.5,2.6,Y,Loupe
300,2024-11-26 23:32:50+00:00,489832.7,6277210.5,2.6,Z,Loupe
301,2024-11-26 23:32:51+00:00,489831.4,6277210.1,2.5,X,Loupe
302,2024-11-26 23:32:51+00:00,489831.4,6277210.1,2.5,Y,Loupe
303,2024-11-26 23:32:51+00:00,489831.4,6277210.1,2.5,Z,Loupe
304,2024-11-26 23:32:52+00:00,489830.1,6277209.8,2.5,X,Loupe
305,2024-11-26 23:32:52+00:00,489830.1,6277209.8,2.5,Y,Loupe
306,2024-11-26 23:32:52+00:00,489830.1,6277209.8,2.5,Z,Loupe
307,2024-11-26 23:32:53+00:00,489828.8,6277209.4,2.6,X,Loupe
308,2024-11-26 23:32:53+00:00,489828.8,6277209.4,2.6,Y,Loupe
309,2024-11-26 23:32:53+00:00,489828.8,6277209.4,2.6,Z,Loupe
310,2024-11-26 23:32:54+00:00,489827.5,6277209.1,2.5,X,Loupe
311,2024-11-26 23:32:54+00:00,489827.5,6277209.1,2.5,Y,Loupe
312,2024-11-26 23:32:54+00:00,489827.5,6277209.1,2.5,Z,Loupe
313,2024-11-26 23:32:55+00:00,489826.1,6277208.8,2.5,X,Loupe
314,2024-11-26 23:32:55+00:00,489826.1,6277208.8,2.5,Y,Loupe
315,2024-11-26 23:32:55+00:00,489826.1,6277208.8,2.5,Z,Loupe
316,2024-11-26 23:32:56+00:00,489824.8,6277208.5,2.5,X,Loupe
317,2024-11-26 23:32:56+00:00,489824.8,6277208.5,2.5,Y,Loupe
318,2024-11-26 23:32:56+00:00,489824.8,6277208.5,2.5,Z,Loupe
319,2024-11-26 23:32:57+00:00,489823.6,6277208.3,2.5,X,Loupe
320,2024-11-26 23:32:57+00:00,489823.6,6277208.3,2.5,Y,Loupe
321,2024-11-26 23:32:57+00:00,489823.6,6277208.3,2.5,Z,Loupe
322,2024-11-26 23:32:58+00:00,489822.2,6277208.1,2.5,X,Loupe
323,2024-11-26 23:32:58+00:00,489822.2,6277208.1,2.5,Y,Loupe
324,2024-11-26 23:32:58+00:00,489822.2,6277208.1,2.5,Z,Loupe
325,2024-11-26 23:32:59+00:00,489820.9,6277207.7,2.5,X,Loupe
326,2024-11-26 23:32:59+00:00,489820.9,6277207.7,2.5,Y,Loupe
327,2024-11-26 23:32:59+00:00,489820.9,6277207.7,2.5,Z,Loupe
328,2024-11-26 23:33:00+00:00,489819.6,6277207.3,2.6,X,Loupe
329,2024-11-26 23:33:00+00:00,489819.6,6277207.3,2.6,Y,Loupe
330,2024-11-26 23:33:00+00:00,489819.6,6277207.3,2.6,Z,Loupe
331,2024-11-26 23:33:01+00:00,489818.3,6277207.0,2.5,X,Loupe
332,2024-11-26 23:33:01+00:00,489818.3,6277207.0,2.5,Y,Loupe
333,2024-11-26 23:33:01+00:00,489818.3,6277207.0,2.5,Z,Loupe
334,2024-11-26 23:33:02+00:00,489817.0,6277206.7,2.4,X,Loupe
335,2024-11-26 23:33:02+00:00,489817.0,6277206.7,2.4,Y,Loupe
