,cata_x,cata_y,cata_z,cata_data_source,cata_xx,cata_yy,loupe_x,loupe_y,loupe_z,loupe_C,offset_xy
2026-01-27 01:39:40+00:00,493891.779,6278060.518,88.798,original_xyz,493891.77900003106,6278060.517896902,,,,,
2026-01-27 01:39:41+00:00,493890.928,6278060.282,88.729,original_xyz,493890.9280000315,6278060.2818969,,,,,
2026-01-27 01:39:42+00:00,493890.111,6278060.048,88.725,original_xyz,493890.11100003065,6278060.0478969,,,,,
2026-01-27 01:39:43+00:00,493889.27,6278059.858,88.685,original_xyz,493889.2700000303,6278059.8578969,,,,,
2026-01-27 01:39:44+00:00,493888.446,6278059.646,88.616,original_xyz,493888.4460000304,6278059.6458969,,,,,
2026-01-27 01:39:45+00:00,493887.641,6278059.417,88.584,original_xyz,493887.6410000318,6278059.416896902,,,,,
2026-01-27 01:39:46+00:00,493886.757,6278059.261,88.531,original_xyz,493886.75700003025,6278059.260896901,,,,,
2026-01-27 01:39:47+00:00,493885.962,6278058.991,88.528,original_xyz,493885.96200003015,6278058.990896901,,,,,
2026-01-27 01:39:48+00:00,493885.1,6278058.821,88.469,original_xyz,493885.10000002995,6278058.820896901,,,,,
2026-01-27 01:39:49+00:00,493884.144,6278058.637,88.417,original_xyz,493884.1440000302,6278058.636896902,,,,,
2026-01-27 01:39:50+00:00,493883.282,6278058.382,88.402,original_xyz,493883.28200002963,6278058.3818969,,,,,
2026-01-27 01:39:51+00:00,493882.445,6278058.185,88.326,original_xyz,493882.44500003045,6278058.184896901,,,,,
2026-01-27 01:39:52+00:00,493881.585,6278057.967,88.32,original_xyz,493881.5850000305,6278057.966896902,,,,,
2026-01-27 01:39:53+00:00,493880.738,6278057.724,88.248,original_xyz,493880.7380000301,6278057.723896902,,,,,
2026-01-27 01:39:54+00:00,493879.856,6278057.628,88.245,original_xyz,493879.8560000317,6278057.627896899,,,,,
2026-01-27 01:39:55+00:00,493878.976,6278057.466,88.198,original_xyz,493878.97600003064,6278057.465896901,,,,,
2026-01-27 01:39:56+00:00,493878.208,6278057.149,88.172,original_xyz,493878.2080000308,6278057.148896901,,,,,
2026-01-27 01:39:57+00:00,493877.414,6278056.842,88.109,original_xyz,493877.41400003154,6278056.841896901,,,,,
2026-01-27 01:39:58+00:00,493876.59,6278056.552,88.075,original_xyz,493876.59000003187,6278056.551896901,,,,,
2026-01-27 01:39:59+00:00,493875.684,6278056.413,88.044,original_xyz,493875.68400003086,6278056.4128969,,,,,
2026-01-27 01:40:00+00:00,493874.752,6278056.205,87.969,original_xyz,493874.7520000313,6278056.204896899,,,,,
2026-01-27 01:40:01+00:00,493873.877,6278056.035,87.934,original_xyz,493873.87700002996,6278056.034896901,,,,,
2026-01-27 01:40:02+00:00,493873.036,6278055.909,87.885,original_xyz,493873.03600003157,6278055.9088969,,,,,
2026-01-27 01:40:03+00:00,493872.126,6278055.669,87.81,original_xyz,493872.12600003066,6278055.6688969005,,,,,
2026-01-27 01:40:04+00:00,493871.277,6278055.455,87.805,original_xyz,493871.2770000307,6278055.454896901,,,,,
2026-01-27 01:40:05+00:00,493870.493,6278055.25,87.75,original_xyz,493870.49300003034,6278055.249896901,,,,,
2026-01-27 01:40:06+00:00,493869.72,6278054.989,87.717,original_xyz,493869.72000003164,6278054.988896901,,,,,
2026-01-27 01:40:07+00:00,493868.88,6278054.759,87.657,original_xyz,493868.8800000304,6278054.7588969,,,,,
2026-01-27 01:40:08+00:00,493868.008,6278054.545,87.659,original_xyz,493868.008000032,6278054.544896901,,,,,
2026-01-27 01:40:09+00:00,493867.086,6278054.357,87.564,original_xyz,493867.0860000314,6278054.356896901,,,,,
2026-01-27 01:40:10+00:00,493866.119,6278054.19,87.545,original_xyz,493866.11900003086,6278054.1898969,,,,,
2026-01-27 01:40:11+00:00,493865.176,6278053.999,87.524,original_xyz,493865.17600003,6278053.998896901,,,,,
2026-01-27 01:40:12+00:00,493864.278,6278053.685,87.448,original_xyz,493864.2780000306,6278053.684896899,,,,,
2026-01-27 01:40:13+00:00,493863.335,6278053.317,87.419,original_xyz,493863.335000032,6278053.316896901,,,,,
2026-01-27 01:40:14+00:00,493862.364,6278053.177,87.378,original_xyz,493862.364000032,6278053.176896902,,,,,
2026-01-27 01:40:15+00:00,493861.419,6278052.959,87.304,original_xyz,493861.4190000308,6278052.9588969,,,,,
2026-01-27 01:40:16+00:00,493860.519,6278052.847,87.305,original_xyz,493860.51900002995,6278052.846896902,,,,,
2026-01-27 01:40:17+00:00,493859.588,6278052.674,87.236,original_xyz,493859.5880000309,6278052.673896899,,,,,
2026-01-27 01:40:18+00:00,493858.687,6278052.417,87.202,original_xyz,493858.68700003077,6278052.416896901,,,,,
2026-01-27 01:40:19+00:00,493857.74,6278052.288,87.191,original_xyz,493857.7400000305,6278052.2878969,,,,,
2026-01-27 01:40:20+00:00,493856.889,6278052.129,87.119,original_xyz,493856.88900003146,6278052.128896901,,,,,
2026-01-27 01:40:21+00:00,493856.001,6278051.957,87.107,original_xyz,493856.0010000312,6278051.956896903,,,,,
2026-01-27 01:40:22+00:00,493855.162,6278051.714,87.038,original_xyz,493855.1620000306,6278051.7138969,,,,,
2026-01-27 01:40:23+00:00,493854.321,6278051.464,87.049,original_xyz,493854.3210000315,6278051.4638968995,,,,,
2026-01-27 01:40:24+00:00,493853.448,6278051.25,86.971,original_xyz,493853.44800002995,6278051.249896901,,,,,
2026-01-27 01:40:25+00:00,493852.559,6278051.078,86.923,original_xyz,493852.5590000317,6278051.077896901,,,,,
2026-01-27 01:40:26+00:00,493851.618,6278050.839,86.9,original_xyz,493851.61800003063,6278050.8388969,,,,,
2026-01-27 01:40:27+00:00,493850.724,6278050.581,86.818,original_xyz,493850.7240000315,6278050.5808969,,,,,
2026-01-27 01:40:28+00:00,493849.798,6278050.368,86.83,original_xyz,493849.79800003173,6278050.367896901,,,,,
2026-01-27 01:40:29+00:00,493848.877,6278050.16,86.775,original_xyz,493848.87700003106,6278050.1598969,,,,,
2026-01-27 01:40:30+00:00,493847.898,6278049.941,86.688,original_xyz,493847.8980000312,6278049.9408969,,,,,
2026-01-27 01:40:31+00:00,493846.911,6278049.829,86.683,original_xyz,493846.9110000304,6278049.828896902,,,,,
2026-01-27 01:40:32+00:00,493845.977,6278049.757,86.622,original_xyz,493845.977000032,6278049.756896902,,,,,
2026-01-27 01:40:33+00:00,493845.139,6278049.403,86.594,original_xyz,493845.13900003093,6278049.402896901,,,,,
2026-01-27 01:40:34+00:00,493844.267,6278049.152,86.582,original_xyz,493844.26700002997,6278049.1518969,,,,,
2026-01-27 01:40:35+00:00,493843.391,6278049.019,86.506,original_xyz,493843.3910000316,6278049.018896902,,,,,
2026-01-27 01:40:36+00:00,493842.482,6278048.801,86.498,original_xyz,493842.48200003017,6278048.800896902,,,,,
2026-01-27 01:40:37+00:00,493841.557,6278048.651,86.442,original_xyz,493841.5570000302,6278048.650896901,,,,,
2026-01-27 01:40:38+00:00,493840.63,6278048.468,86.446,original_xyz,493840.6300000312,6278048.467896901,,,,,
2026-01-27 01:40:39+00:00,493839.76,6278048.307,86.428,original_xyz,493839.76000003016,6278048.306896901,,,,,
2026-01-27 01:40:40+00:00,493838.872,6278048.074,86.35,original_xyz,493838.8720000308,6278048.0738969,,,,,
2026-01-27 01:40:41+00:00,493837.989,6278047.958,86.344,original_xyz,493837.9890000316,6278047.957896901,,,,,
2026-01-27 01:40:42+00:00,493837.108,6278047.829,86.265,original_xyz,493837.10800003045,6278047.828896901,,,,,
2026-01-27 01:40:43+00:00,493836.193,6278047.664,86.251,original_xyz,493836.19300003164,6278047.663896901,,,,,
2026-01-27 01:40:44+00:00,493835.328,6278047.44,86.221,original_xyz,493835.32800003013,6278047.439896901,,,,,
2026-01-27 01:40:45+00:00,493834.409,6278047.32,86.154,original_xyz,493834.4090000304,6278047.3198969,,,,,
2026-01-27 01:40:46+00:00,493833.478,6278047.087,86.111,original_xyz,493833.47800003196,6278047.0868969,,,,,
2026-01-27 01:40:47+00:00,493832.632,6278046.89,86.053,original_xyz,493832.6320000303,6278046.8898969,,,,,
2026-01-27 01:40:48+00:00,493831.788,6278046.605,86.041,original_xyz,493831.78800003126,6278046.604896902,,,,,
2026-01-27 01:40:49+00:00,493830.902,6278046.41,85.976,original_xyz,493830.90200003097,6278046.409896901,,,,,
2026-01-27 01:40:50+00:00,493829.999,6278046.334,85.933,original_xyz,493829.9990000306,6278046.333896903,,,,,
2026-01-27 01:40:51+00:00,493829.05,6278046.098,85.884,original_xyz,493829.0500000302,6278046.097896902,,,,,
2026-01-27 01:40:52+00:00,493828.123,6278045.854,85.819,original_xyz,493828.12300003204,6278045.853896901,,,,,
2026-01-27 01:40:53+00:00,493827.216,6278045.592,85.816,original_xyz,493827.21600003145,6278045.591896901,,,,,
2026-01-27 01:40:54+00:00,493826.286,6278045.339,85.741,original_xyz,493826.2860000321,6278045.3388968995,,,,,
2026-01-27 01:40:55+00:00,493825.292,6278045.141,85.719,original_xyz,493825.29200003203,6278045.1408969015,,,,,
2026-01-27 01:40:56+00:00,493824.353,6278044.895,85.705,original_xyz,493824.35300003114,6278044.8948969,,,,,
2026-01-27 01:40:57+00:00,493823.468,6278044.671,85.649,original_xyz,493823.4680000306,6278044.670896901,,,,,
2026-01-27 01:40:58+00:00,493822.552,6278044.479,85.616,original_xyz,493822.5520000301,6278044.4788969,,,,,
2026-01-27 01:40:59+00:00,493821.603,6278044.339,85.577,original_xyz,493821.60300003056,6278044.3388968995,,,,,
2026-01-27 01:41:00+00:00,493820.815,6278044.201,85.528,original_xyz,493820.8150000306,6278044.2008969,,,,,
2026-01-27 01:41:01+00:00,493819.895,6278044.023,85.506,original_xyz,493819.8950000305,6278044.022896901,,,,,
2026-01-27 01:41:02+00:00,493818.952,6278043.909,85.453,original_xyz,493818.9520000311,6278043.908896901,,,,,
2026-01-27 01:41:03+00:00,493818.063,6278043.617,85.416,original_xyz,493818.06300003035,6278043.616896899,,,,,
2026-01-27 01:41:04+00:00,493817.2,6278043.291,85.418,original_xyz,493817.2000000321,6278043.290896902,,,,,
2026-01-27 01:41:05+00:00,493816.28,6278043.038,85.348,original_xyz,493816.2800000314,6278043.037896902,,,,,
2026-01-27 01:41:06+00:00,493815.388,6278042.802,85.344,original_xyz,493815.3880000306,6278042.8018969,,,,,
2026-01-27 01:41:07+00:00,493814.495,6278042.532,85.265,original_xyz,493814.4950000316,6278042.5318969,,,,,
2026-01-27 01:41:08+00:00,493813.569,6278042.267,85.266,original_xyz,493813.5690000314,6278042.2668969,,,,,
2026-01-27 01:41:09+00:00,493812.648,6278042.058,85.192,original_xyz,493812.6480000309,6278042.057896899,,,,,
2026-01-27 01:41:10+00:00,493811.7,6278041.967,85.165,original_xyz,493811.70000003173,6278041.966896901,,,,,
2026-01-27 01:41:11+00:00,493810.784,6278041.798,85.118,original_xyz,493810.784000031,6278041.797896902,,,,,
2026-01-27 01:41:12+00:00,493809.838,6278041.573,85.079,original_xyz,493809.8380000312,6278041.5728969,,,,,
2026-01-27 01:41:13+00:00,493808.902,6278041.355,85.05,original_xyz,493808.9020000321,6278041.354896901,,,,,
2026-01-27 01:41:14+00:00,493807.926,6278041.132,84.973,original_xyz,493807.92600003077,6278041.131896902,,,,,
2026-01-27 01:41:15+00:00,493806.988,6278041.016,84.976,original_xyz,493806.9880000305,6278041.0158969015,,,,,
2026-01-27 01:41:16+00:00,493806.026,6278040.87,84.883,original_xyz,493806.02600003226,6278040.8698969,,,,,
2026-01-27 01:41:17+00:00,493805.017,6278040.69,84.885,original_xyz,493805.01700003154,6278040.6898969,,,,,
2026-01-27 01:41:18+00:00,493804.1,6278040.552,84.859,original_xyz,493804.100000031,6278040.5518969,,,,,
2026-01-27 01:41:19+00:00,493803.183,6278040.47,84.807,original_xyz,493803.18300003215,6278040.469896901,,,,,
2026-01-27 01:41:20+00:00,493802.232,6278040.306,84.808,original_xyz,493802.23200003104,6278040.3058969,,,,,
2026-01-27 01:41:21+00:00,493801.296,6278040.217,84.747,original_xyz,493801.2960000321,6278040.216896901,,,,,
2026-01-27 01:41:22+00:00,493800.422,6278040.063,84.721,original_xyz,493800.4220000305,6278040.062896901,,,,,
2026-01-27 01:41:23+00:00,493799.515,6278039.861,84.665,original_xyz,493799.5150000313,6278039.8608969,,,,,
2026-01-27 01:41:24+00:00,493798.568,6278039.736,84.616,original_xyz,493798.5680000311,6278039.735896901,,,,,
2026-01-27 01:41:25+00:00,493797.627,6278039.556,84.62,original_xyz,493797.6270000314,6278039.5558969,,,,,
2026-01-27 01:41:26+00:00,493796.706,6278039.408,84.572,original_xyz,493796.70600003103,6278039.407896901,,,,,
2026-01-27 01:41:27+00:00,493795.748,6278039.176,84.542,original_xyz,493795.74800003076,6278039.175896901,,,,,
2026-01-27 01:41:28+00:00,493794.882,6278039.003,84.521,original_xyz,493794.8820000303,6278039.0028969,,,,,
2026-01-27 01:41:29+00:00,493793.947,6278038.894,84.47,original_xyz,493793.94700003025,6278038.893896903,,,,,
2026-01-27 01:41:30+00:00,493793.05,6278038.814,84.454,original_xyz,493793.0500000306,6278038.813896902,,,,,
2026-01-27 01:41:31+00:00,493792.098,6278038.642,84.41,original_xyz,493792.09800003207,6278038.641896901,,,,,
2026-01-27 01:41:32+00:00,493791.274,6278038.405,84.373,original_xyz,493791.2740000318,6278038.404896902,,,,,
2026-01-27 01:41:33+00:00,493790.354,6278038.254,84.357,original_xyz,493790.3540000305,6278038.2538968995,,,,,
2026-01-27 01:41:34+00:00,493789.461,6278038.201,84.283,original_xyz,493789.4610000307,6278038.200896902,,,,,
2026-01-27 01:41:35+00:00,493788.549,6278038.218,84.29,original_xyz,493788.54900003015,6278038.2178969,,,,,
2026-01-27 01:41:36+00:00,493787.641,6278038.095,84.224,original_xyz,493787.6410000315,6278038.094896901,,,,,
2026-01-27 01:41:37+00:00,493786.763,6278037.814,84.178,original_xyz,493786.7630000312,6278037.8138969,,,,,
2026-01-27 01:41:38+00:00,493785.863,6278037.602,84.15,original_xyz,493785.863000032,6278037.601896901,,,,,
2026-01-27 01:41:39+00:00,493784.925,6278037.539,84.064,original_xyz,493784.9250000318,6278037.5388969,,,,,
2026-01-27 01:41:40+00:00,493784.045,6278037.478,84.051,original_xyz,493784.0450000308,6278037.477896901,,,,,
2026-01-27 01:41:41+00:00,493783.167,6278037.357,84.025,original_xyz,493783.1670000319,6278037.3568969,,,,,
2026-01-27 01:41:42+00:00,493782.291,6278037.112,83.969,original_xyz,493782.2910000322,6278037.1118969,,,,,
2026-01-27 01:41:43+00:00,493781.415,6278037.023,83.92,original_xyz,493781.4150000321,6278037.0228969,,,,,
2026-01-27 01:41:44+00:00,493780.552,6278036.99,83.868,original_xyz,493780.5520000302,6278036.989896899,,,,,
2026-01-27 01:41:45+00:00,493779.763,6278036.901,83.851,original_xyz,493779.7630000321,6278036.900896899,,,,,
2026-01-27 01:41:46+00:00,493778.941,6278036.699,83.828,original_xyz,493778.9410000304,6278036.6988969,,,,,
2026-01-27 01:41:47+00:00,493778.071,6278036.477,83.789,original_xyz,493778.0710000313,6278036.476896899,,,,,
2026-01-27 01:41:48+00:00,493777.189,6278036.329,83.701,original_xyz,493777.18900003214,6278036.3288969,,,,,
2026-01-27 01:41:49+00:00,493776.318,6278036.32,83.688,original_xyz,493776.3180000317,6278036.319896903,,,,,
2026-01-27 01:41:50+00:00,493775.434,6278036.125,83.636,original_xyz,493775.4340000322,6278036.124896901,,,,,
2026-01-27 01:41:51+00:00,493774.54,6278035.92,83.611,original_xyz,493774.5400000319,6278035.9198969,,,,,
2026-01-27 01:41:52+00:00,493773.682,6278035.677,83.56,original_xyz,493773.6820000321,6278035.6768969,,,,,
2026-01-27 01:41:53+00:00,493772.705,6278035.608,83.515,original_xyz,493772.7050000313,6278035.607896902,,,,,
2026-01-27 01:41:54+00:00,493771.873,6278035.561,83.495,original_xyz,493771.87300003174,6278035.560896901,,,,,
2026-01-27 01:41:55+00:00,493771.096,6278035.44,83.45,original_xyz,493771.09600003023,6278035.4398969,,,,,
2026-01-27 01:41:56+00:00,493770.357,6278035.279,83.423,original_xyz,493770.35700003186,6278035.2788969,,,,,
2026-01-27 01:41:57+00:00,493769.545,6278035.217,83.376,original_xyz,493769.545000032,6278035.216896902,,,,,
2026-01-27 01:41:58+00:00,493768.747,6278035.068,83.335,original_xyz,493768.7470000317,6278035.0678969,,,,,
2026-01-27 01:41:59+00:00,493767.965,6278034.87,83.322,original_xyz,493767.9650000306,6278034.869896901,,,,,
2026-01-27 01:42:00+00:00,493767.099,6278034.673,83.267,original_xyz,493767.09900003043,6278034.672896901,,,,,
2026-01-27 01:42:01+00:00,493766.259,6278034.671,83.239,original_xyz,493766.25900003145,6278034.670896901,,,,,
2026-01-27 01:42:02+00:00,493765.438,6278034.46,83.188,original_xyz,493765.4380000318,6278034.459896902,,,,,
2026-01-27 01:42:03+00:00,493764.625,6278034.189,83.191,original_xyz,493764.62500003155,6278034.1888969,,,,,
2026-01-27 01:42:04+00:00,493763.816,6278034.046,83.129,original_xyz,493763.81600003195,6278034.045896901,,,,,
2026-01-27 01:42:05+00:00,493762.91,6278033.886,83.106,original_xyz,493762.910000031,6278033.885896901,,,,,
2026-01-27 01:42:06+00:00,493762.044,6278033.747,83.077,original_xyz,493762.04400003253,6278033.7468969,,,,,
2026-01-27 01:42:07+00:00,493761.125,6278033.523,83.01,original_xyz,493761.1250000314,6278033.5228969,,,,,
2026-01-27 01:42:08+00:00,493760.265,6278033.281,83.022,original_xyz,493760.2650000305,6278033.2808969,,,,,
2026-01-27 01:42:09+00:00,493759.387,6278033.102,82.946,original_xyz,493759.3870000309,6278033.101896901,,,,,
2026-01-27 01:42:10+00:00,493758.492,6278032.975,82.939,original_xyz,493758.49200003257,6278032.974896901,,,,,
2026-01-27 01:42:11+00:00,493757.671,6278032.721,82.872,original_xyz,493757.67100003065,6278032.7208969,,,,,
2026-01-27 01:42:12+00:00,493756.859,6278032.477,82.856,original_xyz,493756.8590000308,6278032.4768969,,,,,
2026-01-27 01:42:13+00:00,493755.999,6278032.403,82.795,original_xyz,493755.9990000306,6278032.402896901,,,,,
2026-01-27 01:42:14+00:00,493755.089,6278032.286,82.824,original_xyz,493755.0890000319,6278032.285896901,,,,,
2026-01-27 01:42:15+00:00,493754.251,6278031.969,82.754,original_xyz,493754.25100003084,6278031.968896899,,,,,
2026-01-27 01:42:16+00:00,493753.402,6278031.835,82.716,original_xyz,493753.4020000304,6278031.834896901,,,,,
2026-01-27 01:42:17+00:00,493752.451,6278031.736,82.676,original_xyz,493752.451000031,6278031.735896899,,,,,
2026-01-27 01:42:18+00:00,493751.518,6278031.509,82.626,original_xyz,493751.5180000308,6278031.5088969,,,,,
2026-01-27 01:42:19+00:00,493750.74,6278031.407,82.581,original_xyz,493750.74000003084,6278031.406896901,,,,,
2026-01-27 01:42:20+00:00,493749.912,6278031.246,82.553,original_xyz,493749.9120000312,6278031.245896902,,,,,
2026-01-27 01:42:21+00:00,493749.066,6278031.023,82.503,original_xyz,493749.0660000307,6278031.022896901,,,,,
2026-01-27 01:42:22+00:00,493748.271,6278030.896,82.497,original_xyz,493748.27100003045,6278030.8958969,,,,,
2026-01-27 01:42:23+00:00,493747.4,6278030.712,82.436,original_xyz,493747.40000003146,6278030.711896902,,,,,
2026-01-27 01:42:24+00:00,493746.525,6278030.553,82.421,original_xyz,493746.5250000322,6278030.5528969,,,,,
2026-01-27 01:42:25+00:00,493745.744,6278030.427,82.371,original_xyz,493745.74400003173,6278030.426896901,,,,,
2026-01-27 01:42:26+00:00,493744.941,6278030.274,82.352,original_xyz,493744.9410000314,6278030.273896901,,,,,
2026-01-27 01:42:27+00:00,493744.127,6278030.027,82.281,original_xyz,493744.12700003135,6278030.0268969,,,,,
2026-01-27 01:42:28+00:00,493743.342,6278029.791,82.271,original_xyz,493743.3420000318,6278029.790896901,,,,,
2026-01-27 01:42:29+00:00,493742.488,6278029.682,82.214,original_xyz,493742.4880000317,6278029.681896901,,,,,
2026-01-27 01:42:30+00:00,493741.63,6278029.57,82.209,original_xyz,493741.6300000305,6278029.569896901,,,,,
2026-01-27 01:42:31+00:00,493740.796,6278029.359,82.16,original_xyz,493740.7960000325,6278029.358896901,,,,,
2026-01-27 01:42:32+00:00,493740.018,6278029.089,82.162,original_xyz,493740.0180000314,6278029.0888969,,,,,
2026-01-27 01:42:33+00:00,493739.248,6278028.825,82.11,original_xyz,493739.2480000321,6278028.824896901,,,,,
2026-01-27 01:42:34+00:00,493738.444,6278028.65,82.08,original_xyz,493738.444000031,6278028.649896901,,,,,
2026-01-27 01:42:35+00:00,493737.621,6278028.418,82.044,original_xyz,493737.62100003194,6278028.4178969,,,,,
2026-01-27 01:42:36+00:00,493736.85,6278028.158,82.033,original_xyz,493736.85000003094,6278028.157896899,,,,,
2026-01-27 01:42:37+00:00,493736.015,6278027.944,81.968,original_xyz,493736.0150000304,6278027.9438969,,,,,
2026-01-27 01:42:38+00:00,493735.202,6278027.726,81.956,original_xyz,493735.2020000308,6278027.7258969005,,,,,
2026-01-27 01:42:39+00:00,493734.334,6278027.563,81.872,original_xyz,493734.33400003175,6278027.5628969,,,,,
2026-01-27 01:42:40+00:00,493733.557,6278027.336,81.868,original_xyz,493733.55700003065,6278027.335896901,,,,,
2026-01-27 01:42:41+00:00,493732.764,6278027.219,81.8,original_xyz,493732.76400003274,6278027.218896899,,,,,
2026-01-27 01:42:42+00:00,493731.908,6278027.109,81.81,original_xyz,493731.90800003265,6278027.108896902,,,,,
2026-01-27 01:42:43+00:00,493731.108,6278026.919,81.758,original_xyz,493731.10800003156,6278026.9188969005,,,,,
2026-01-27 01:42:44+00:00,493730.335,6278026.719,81.738,original_xyz,493730.3350000325,6278026.7188969,,,,,
2026-01-27 01:42:45+00:00,493729.462,6278026.546,81.665,original_xyz,493729.46200003254,6278026.545896901,,,,,
2026-01-27 01:42:46+00:00,493728.608,6278026.385,81.671,original_xyz,493728.6080000314,6278026.3848969005,,,,,
2026-01-27 01:42:47+00:00,493727.722,6278026.176,81.603,original_xyz,493727.7220000317,6278026.175896902,,,,,
2026-01-27 01:42:48+00:00,493726.895,6278026.005,81.596,original_xyz,493726.8950000313,6278026.0048969,,,,,
2026-01-27 01:42:49+00:00,493726.104,6278025.873,81.525,original_xyz,493726.1040000307,6278025.8728969,,,,,
2026-01-27 01:42:50+00:00,493725.286,6278025.721,81.523,original_xyz,493725.2860000305,6278025.720896902,,,,,
2026-01-27 01:42:51+00:00,493724.514,6278025.579,81.487,original_xyz,493724.5140000327,6278025.578896901,,,,,
2026-01-27 01:42:52+00:00,493723.749,6278025.412,81.494,original_xyz,493723.7490000327,6278025.4118969,,,,,
2026-01-27 01:42:53+00:00,493723.01,6278025.294,81.435,original_xyz,493723.01000003045,6278025.293896901,,,,,
2026-01-27 01:42:54+00:00,493722.263,6278025.196,81.418,original_xyz,493722.2630000306,6278025.1958969,,,,,
2026-01-27 01:42:55+00:00,493721.544,6278024.983,81.38,original_xyz,493721.5440000319,6278024.982896902,,,,,
2026-01-27 01:42:56+00:00,493720.68,6278024.853,81.342,original_xyz,493720.68000003154,6278024.8528969,,,,,
2026-01-27 01:42:57+00:00,493719.814,6278024.794,81.291,original_xyz,493719.8140000325,6278024.7938969005,,,,,
2026-01-27 01:42:58+00:00,493719.083,6278024.677,81.298,original_xyz,493719.08300003083,6278024.676896901,,,,,
2026-01-27 01:42:59+00:00,493718.249,6278024.453,81.279,original_xyz,493718.2490000309,6278024.4528969005,,,,,
2026-01-27 01:43:00+00:00,493717.512,6278024.283,81.248,original_xyz,493717.5120000317,6278024.282896901,,,,,
2026-01-27 01:43:01+00:00,493716.776,6278024.222,81.203,original_xyz,493716.77600003127,6278024.221896901,,,,,
2026-01-27 01:43:02+00:00,493715.992,6278024.127,81.195,original_xyz,493715.99200003076,6278024.126896899,,,,,
2026-01-27 01:43:03+00:00,493715.291,6278023.885,81.148,original_xyz,493715.2910000306,6278023.8848969005,,,,,
2026-01-27 01:43:04+00:00,493714.538,6278023.623,81.143,original_xyz,493714.53800003167,6278023.6228969,,,,,
2026-01-27 01:43:05+00:00,493713.806,6278023.517,81.089,original_xyz,493713.80600003095,6278023.5168969,,,,,
2026-01-27 01:43:06+00:00,493713.073,6278023.31,81.059,original_xyz,493713.0730000306,6278023.309896899,,,,,
2026-01-27 01:43:07+00:00,493712.318,6278023.185,81.053,original_xyz,493712.31800003094,6278023.184896899,,,,,
2026-01-27 01:43:08+00:00,493711.489,6278023.068,80.98,original_xyz,493711.48900003283,6278023.0678969,,,,,
2026-01-27 01:43:09+00:00,493710.757,6278022.88,80.969,original_xyz,493710.757000031,6278022.8798969,,,,,
2026-01-27 01:43:10+00:00,493710.016,6278022.626,80.944,original_xyz,493710.0160000319,6278022.625896899,,,,,
2026-01-27 01:43:11+00:00,493709.254,6278022.442,80.926,original_xyz,493709.2540000315,6278022.441896901,,,,,
2026-01-27 01:43:12+00:00,493708.481,6278022.326,80.901,original_xyz,493708.4810000307,6278022.325896902,,,,,
2026-01-27 01:43:13+00:00,493707.68,6278022.095,80.842,original_xyz,493707.6800000324,6278022.094896901,,,,,
2026-01-27 01:43:14+00:00,493706.907,6278021.862,80.843,original_xyz,493706.90700003254,6278021.8618969,,,,,
2026-01-27 01:43:15+00:00,493706.143,6278021.688,80.782,original_xyz,493706.14300003153,6278021.6878969,,,,,
2026-01-27 01:43:16+00:00,493705.355,6278021.499,80.77,original_xyz,493705.3550000312,6278021.498896901,,,,,
2026-01-27 01:43:17+00:00,493704.587,6278021.221,80.697,original_xyz,493704.58700003097,6278021.220896901,,,,,
2026-01-27 01:43:18+00:00,493703.81,6278020.977,80.7,original_xyz,493703.8100000327,6278020.976896901,,,,,
2026-01-27 01:43:19+00:00,493703.081,6278020.891,80.655,original_xyz,493703.08100003266,6278020.8908969,,,,,
2026-01-27 01:43:20+00:00,493702.4,6278020.73,80.639,original_xyz,493702.4000000327,6278020.729896901,,,,,
2026-01-27 01:43:21+00:00,493701.733,6278020.481,80.615,original_xyz,493701.7330000308,6278020.4808968995,,,,,
2026-01-27 01:43:22+00:00,493701.019,6278020.356,80.556,original_xyz,493701.01900003245,6278020.3558969,,,,,
2026-01-27 01:43:23+00:00,493700.297,6278020.161,80.557,original_xyz,493700.29700003087,6278020.160896901,,,,,
2026-01-27 01:43:24+00:00,493699.619,6278019.898,80.508,original_xyz,493699.6190000329,6278019.8978969,,,,,
2026-01-27 01:43:25+00:00,493698.932,6278019.64,80.506,original_xyz,493698.93200003274,6278019.639896899,,,,,
2026-01-27 01:43:26+00:00,493698.12,6278019.555,80.452,original_xyz,493698.12000003125,6278019.5548968995,,,,,
2026-01-27 01:43:27+00:00,493697.387,6278019.231,80.421,original_xyz,493697.38700003154,6278019.230896899,,,,,
2026-01-27 01:43:28+00:00,493696.644,6278018.959,80.388,original_xyz,493696.64400003245,6278018.958896901,,,,,
2026-01-27 01:43:29+00:00,493695.85,6278018.773,80.382,original_xyz,493695.8500000313,6278018.772896901,,,,,
2026-01-27 01:43:30+00:00,493695.096,6278018.597,80.344,original_xyz,493695.09600003203,6278018.596896902,,,,,
2026-01-27 01:43:31+00:00,493694.326,6278018.472,80.337,original_xyz,493694.3260000311,6278018.4718969,,,,,
2026-01-27 01:43:32+00:00,493693.543,6278018.342,80.291,original_xyz,493693.5430000307,6278018.3418969,,,,,
2026-01-27 01:43:33+00:00,493692.755,6278018.058,80.253,original_xyz,493692.75500003254,6278018.057896901,,,,,
2026-01-27 01:43:34+00:00,493691.984,6278017.78,80.238,original_xyz,493691.9840000309,6278017.779896901,,,,,
2026-01-27 01:43:35+00:00,493691.28,6278017.685,80.174,original_xyz,493691.28000003146,6278017.684896899,,,,,
