Gnss DateTime (Local Time), Northing(m), Easting(m), Height MSL(m),Vertical Accuracy(m)
27/01/2026 04:30:36 PM (UTC+1030),6278798.817,492119.827,33.036,0.106
27/01/2026 04:30:37 PM (UTC+1030),6278798.668,492118.887,33.001,0.106
27/01/2026 04:30:38 PM (UTC+1030),6278798.448,492117.879,33.043,0.106
27/01/2026 04:30:39 PM (UTC+1030),6278798.215,492116.893,33.006,0.106
27/01/2026 04:30:40 PM (UTC+1030),6278798.042,492115.892,33.069,0.104
27/01/2026 04:30:41 PM (UTC+1030),6278797.905,492114.857,33.029,0.107
27/01/2026 04:30:42 PM (UTC+1030),6278797.77,492113.87,33.051,0.104
27/01/2026 04:30:43 PM (UTC+1030),6278797.493,492112.91,33.065,0.104
27/01/2026 04:30:44 PM (UTC+1030),6278797.189,492111.985,33.109,0.104
27/01/2026 04:30:45 PM (UTC+1030),6278796.974,492111.002,33.12,0.102
27/01/2026 04:30:46 PM (UTC+1030),6278796.833,492110.062,33.091,0.106
27/01/2026 04:30:47 PM (UTC+1030),6278796.581,492109.143,33.137,0.106
27/01/2026 04:30:48 PM (UTC+1030),6278796.257,492108.183,33.131,0.106
27/01/2026 04:30:49 PM (UTC+1030),6278796.055,492107.263,33.165,0.104
27/01/2026 04:30:50 PM (UTC+1030),6278795.907,492106.358,33.134,0.104
27/01/2026 04:30:51 PM (UTC+1030),6278795.699,492105.463,33.183,0.106
27/01/2026 04:30:52 PM (UTC+1030),6278795.539,492104.582,33.165,0.106
27/01/2026 04:30:53 PM (UTC+1030),6278795.323,492103.699,33.193,0.106
27/01/2026 04:30:54 PM (UTC+1030),6278795.21,492102.806,33.183,0.106
27/01/2026 04:30:55 PM (UTC+1030),6278795.085,492101.934,33.209,0.107
27/01/2026 04:30:56 PM (UTC+1030),6278794.943,492101.046,33.17,0.107
27/01/2026 04:30:57 PM (UTC+1030),6278794.765,492100.1,33.199,0.107
27/01/2026 04:30:58 PM (UTC+1030),6278794.736,492099.243,33.154,0.107
27/01/2026 04:30:59 PM (UTC+1030),6278794.483,492098.34,33.199,0.106
27/01/2026 04:31:00 PM (UTC+1030),6278794.083,492097.538,33.144,0.106
27/01/2026 04:31:01 PM (UTC+1030),6278793.774,492096.698,33.227,0.106
27/01/2026 04:31:02 PM (UTC+1030),6278793.698,492095.849,33.146,0.106
27/01/2026 04:31:03 PM (UTC+1030),6278793.582,492094.932,33.191,0.104
27/01/2026 04:31:04 PM (UTC+1030),6278793.295,492094.107,33.123,0.104
27/01/2026 04:31:05 PM (UTC+1030),6278792.949,492093.206,33.133,0.104
27/01/2026 04:31:06 PM (UTC+1030),6278792.699,492092.277,33.046,0.104
27/01/2026 04:31:07 PM (UTC+1030),6278792.573,492091.359,33.036,0.104
27/01/2026 04:31:08 PM (UTC+1030),6278792.432,492090.426,32.979,0.102
27/01/2026 04:31:09 PM (UTC+1030),6278792.136,492089.442,32.938,0.104
27/01/2026 04:31:10 PM (UTC+1030),6278791.891,492088.416,32.909,0.1
27/01/2026 04:31:11 PM (UTC+1030),6278791.715,492087.487,32.806,0.102
27/01/2026 04:31:12 PM (UTC+1030),6278791.541,492086.414,32.773,0.104
27/01/2026 04:31:13 PM (UTC+1030),6278791.339,492085.455,32.713,0.103
27/01/2026 04:31:14 PM (UTC+1030),6278791.164,492084.56,32.674,0.105
27/01/2026 04:31:15 PM (UTC+1030),6278790.932,492083.497,32.621,0.101
27/01/2026 04:31:16 PM (UTC+1030),6278790.692,492082.477,32.533,0.103
27/01/2026 04:31:17 PM (UTC+1030),6278790.514,492081.454,32.522,0.103
27/01/2026 04:31:18 PM (UTC+1030),6278790.285,492080.468,32.441,0.103
27/01/2026 04:31:19 PM (UTC+1030),6278790.094,492079.482,32.43,0.103
27/01/2026 04:31:20 PM (UTC+1030),6278789.943,492078.508,32.405,0.101
27/01/2026 04:31:21 PM (UTC+1030),6278789.816,492077.494,32.35,0.103
27/01/2026 04:31:22 PM (UTC+1030),6278789.618,492076.583,32.342,0.105
27/01/2026 04:31:23 PM (UTC+1030),6278789.416,492075.683,32.27,0.106
27/01/2026 04:31:24 PM (UTC+1030),6278789.142,492074.797,32.272,0.106
27/01/2026 04:31:25 PM (UTC+1030),6278788.979,492073.835,32.195,0.104
27/01/2026 04:31:26 PM (UTC+1030),6278788.841,492072.863,32.181,0.106
27/01/2026 04:31:27 PM (UTC+1030),6278788.549,492071.956,32.11,0.106
27/01/2026 04:31:28 PM (UTC+1030),6278788.181,492071.114,32.125,0.106
27/01/2026 04:31:29 PM (UTC+1030),6278787.965,492070.151,32.114,0.106
27/01/2026 04:31:30 PM (UTC+1030),6278787.947,492069.111,32.008,0.102
27/01/2026 04:31:31 PM (UTC+1030),6278787.884,492068.124,32.011,0.105
27/01/2026 04:31:32 PM (UTC+1030),6278787.639,492067.169,31.968,0.105
27/01/2026 04:31:33 PM (UTC+1030),6278787.38,492066.27,31.92,0.105
27/01/2026 04:31:34 PM (UTC+1030),6278787.175,492065.299,31.916,0.105
27/01/2026 04:31:35 PM (UTC+1030),6278786.991,492064.318,31.811,0.107
27/01/2026 04:31:36 PM (UTC+1030),6278786.704,492063.325,31.79,0.107
27/01/2026 04:31:37 PM (UTC+1030),6278786.472,492062.327,31.69,0.107
27/01/2026 04:31:38 PM (UTC+1030),6278786.229,492061.489,31.737,0.107
27/01/2026 04:31:39 PM (UTC+1030),6278786.113,492060.577,31.669,0.103
27/01/2026 04:31:40 PM (UTC+1030),6278786.02,492059.598,31.66,0.105
27/01/2026 04:31:41 PM (UTC+1030),6278785.936,492058.6,31.551,0.107
27/01/2026 04:31:42 PM (UTC+1030),6278785.738,492057.643,31.556,0.107
27/01/2026 04:31:43 PM (UTC+1030),6278785.565,492056.599,31.494,0.107
27/01/2026 04:31:44 PM (UTC+1030),6278785.417,492055.667,31.452,0.107
27/01/2026 04:31:45 PM (UTC+1030),6278785.244,492054.762,31.377,0.105
27/01/2026 04:31:46 PM (UTC+1030),6278784.986,492053.785,31.377,0.107
27/01/2026 04:31:47 PM (UTC+1030),6278784.806,492052.771,31.323,0.107
27/01/2026 04:31:48 PM (UTC+1030),6278784.692,492051.803,31.296,0.107
27/01/2026 04:31:49 PM (UTC+1030),6278784.513,492050.737,31.233,0.103
27/01/2026 04:31:50 PM (UTC+1030),6278784.283,492049.731,31.176,0.103
27/01/2026 04:31:51 PM (UTC+1030),6278784.024,492048.665,31.178,0.103
27/01/2026 04:31:52 PM (UTC+1030),6278783.844,492047.685,31.1,0.103
27/01/2026 04:31:53 PM (UTC+1030),6278783.628,492046.701,31.09,0.103
27/01/2026 04:31:54 PM (UTC+1030),6278783.411,492045.759,31.016,0.103
27/01/2026 04:31:55 PM (UTC+1030),6278783.169,492044.786,31.022,0.102
27/01/2026 04:31:56 PM (UTC+1030),6278783.207,492043.81,30.926,0.103
27/01/2026 04:31:57 PM (UTC+1030),6278783.154,492042.768,30.937,0.105
27/01/2026 04:31:58 PM (UTC+1030),6278782.87,492041.78,30.859,0.105
27/01/2026 04:31:59 PM (UTC+1030),6278782.469,492040.892,30.864,0.101
27/01/2026 04:32:00 PM (UTC+1030),6278782.09,492039.95,30.818,0.103
27/01/2026 04:32:01 PM (UTC+1030),6278781.915,492038.967,30.756,0.105
27/01/2026 04:32:02 PM (UTC+1030),6278781.772,492037.965,30.714,0.105
27/01/2026 04:32:03 PM (UTC+1030),6278781.59,492036.907,30.63,0.107
27/01/2026 04:32:04 PM (UTC+1030),6278781.375,492035.93,30.609,0.107
27/01/2026 04:32:05 PM (UTC+1030),6278781.091,492034.915,30.551,0.105
27/01/2026 04:32:06 PM (UTC+1030),6278780.791,492033.868,30.458,0.107
27/01/2026 04:32:07 PM (UTC+1030),6278780.485,492032.87,30.434,0.108
27/01/2026 04:32:08 PM (UTC+1030),6278780.185,492031.882,30.333,0.106
27/01/2026 04:32:09 PM (UTC+1030),6278779.88,492030.906,30.293,0.106
27/01/2026 04:32:10 PM (UTC+1030),6278779.603,492029.92,30.262,0.104
27/01/2026 04:32:11 PM (UTC+1030),6278779.43,492028.834,30.162,0.106
27/01/2026 04:32:12 PM (UTC+1030),6278779.282,492027.793,30.125,0.106
27/01/2026 04:32:13 PM (UTC+1030),6278779.107,492026.719,30.007,0.105
27/01/2026 04:32:14 PM (UTC+1030),6278778.84,492025.69,29.976,0.107
27/01/2026 04:32:15 PM (UTC+1030),6278778.671,492024.633,29.908,0.103
27/01/2026 04:32:16 PM (UTC+1030),6278778.534,492023.591,29.807,0.105
27/01/2026 04:32:17 PM (UTC+1030),6278778.287,492022.607,29.786,0.105
27/01/2026 04:32:18 PM (UTC+1030),6278777.918,492021.736,29.689,0.105
27/01/2026 04:32:19 PM (UTC+1030),6278777.608,492020.678,29.65,0.101
27/01/2026 04:32:20 PM (UTC+1030),6278777.422,492019.599,29.593,0.101
27/01/2026 04:32:21 PM (UTC+1030),6278777.218,492018.53,29.517,0.105
27/01/2026 04:32:22 PM (UTC+1030),6278777.058,492017.533,29.483,0.105
27/01/2026 04:32:23 PM (UTC+1030),6278776.895,492016.511,29.423,0.103
27/01/2026 04:32:24 PM (UTC+1030),6278776.553,492015.324,29.309,0.101
27/01/2026 04:32:25 PM (UTC+1030),6278776.324,492014.265,29.243,0.101
27/01/2026 04:32:26 PM (UTC+1030),6278776.159,492013.164,29.212,0.103
27/01/2026 04:32:27 PM (UTC+1030),6278775.983,492012.144,29.158,0.103
27/01/2026 04:32:28 PM (UTC+1030),6278775.939,492011.057,29.051,0.101
27/01/2026 04:32:29 PM (UTC+1030),6278775.852,492010.033,29.043,0.101
27/01/2026 04:32:30 PM (UTC+1030),6278775.675,492009.069,28.954,0.103
27/01/2026 04:32:31 PM (UTC+1030),6278775.4,492008.021,28.924,0.105
27/01/2026 04:32:32 PM (UTC+1030),6278775.228,492007.016,28.877,0.105
27/01/2026 04:32:33 PM (UTC+1030),6278775.149,492005.902,28.786,0.105
27/01/2026 04:32:34 PM (UTC+1030),6278774.957,492004.931,28.784,0.105
27/01/2026 04:32:35 PM (UTC+1030),6278774.733,492003.885,28.676,0.105
27/01/2026 04:32:36 PM (UTC+1030),6278774.61,492002.838,28.653,0.105
27/01/2026 04:32:37 PM (UTC+1030),6278774.559,492001.889,28.643,0.105
27/01/2026 04:32:38 PM (UTC+1030),6278774.46,492000.854,28.55,0.107
27/01/2026 04:32:39 PM (UTC+1030),6278774.268,491999.766,28.541,0.107
27/01/2026 04:32:40 PM (UTC+1030),6278773.978,491998.673,28.473,0.105
27/01/2026 04:32:41 PM (UTC+1030),6278773.786,491997.569,28.39,0.107
27/01/2026 04:32:42 PM (UTC+1030),6278773.781,491996.468,28.356,0.107
27/01/2026 04:32:43 PM (UTC+1030),6278773.769,491995.383,28.332,0.108
27/01/2026 04:32:44 PM (UTC+1030),6278773.681,491994.315,28.238,0.107
27/01/2026 04:32:45 PM (UTC+1030),6278773.585,491993.178,28.23,0.108
27/01/2026 04:32:46 PM (UTC+1030),6278773.491,491992.162,28.201,0.107
27/01/2026 04:32:47 PM (UTC+1030),6278773.351,491991.119,28.122,0.108
27/01/2026 04:32:48 PM (UTC+1030),6278773.121,491990.048,28.113,0.108
27/01/2026 04:32:49 PM (UTC+1030),6278772.878,491989.019,28.046,0.107
27/01/2026 04:32:50 PM (UTC+1030),6278772.662,491987.975,27.98,0.107
27/01/2026 04:32:51 PM (UTC+1030),6278772.428,491986.936,27.98,0.108
27/01/2026 04:32:52 PM (UTC+1030),6278772.23,491985.873,27.904,0.108
27/01/2026 04:32:53 PM (UTC+1030),6278771.996,491984.809,27.869,0.108
27/01/2026 04:32:54 PM (UTC+1030),6278771.695,491983.684,27.844,0.108
27/01/2026 04:32:55 PM (UTC+1030),6278771.372,491982.583,27.767,0.107
27/01/2026 04:32:56 PM (UTC+1030),6278771.104,491981.443,27.687,0.108
27/01/2026 04:32:57 PM (UTC+1030),6278770.997,491980.305,27.646,0.108
27/01/2026 04:32:58 PM (UTC+1030),6278770.823,491979.168,27.644,0.105
27/01/2026 04:32:59 PM (UTC+1030),6278770.534,491978.092,27.566,0.105
27/01/2026 04:33:00 PM (UTC+1030),6278770.24,491977.12,27.529,0.105
27/01/2026 04:33:01 PM (UTC+1030),6278770.084,491976.083,27.526,0.107
27/01/2026 04:33:02 PM (UTC+1030),6278769.937,491974.996,27.459,0.106
27/01/2026 04:33:03 PM (UTC+1030),6278769.668,491973.856,27.374,0.107
27/01/2026 04:33:04 PM (UTC+1030),6278769.36,491972.715,27.358,0.106
27/01/2026 04:33:05 PM (UTC+1030),6278769.045,491971.652,27.325,0.103
27/01/2026 04:33:06 PM (UTC+1030),6278768.73,491970.619,27.232,0.107
27/01/2026 04:33:07 PM (UTC+1030),6278768.457,491969.642,27.236,0.107
27/01/2026 04:33:08 PM (UTC+1030),6278768.176,491968.611,27.208,0.107
27/01/2026 04:33:09 PM (UTC+1030),6278767.927,491967.556,27.132,0.106
27/01/2026 04:33:10 PM (UTC+1030),6278767.946,491966.503,27.09,0.106
27/01/2026 04:33:11 PM (UTC+1030),6278767.681,491965.411,27.104,0.106
27/01/2026 04:33:12 PM (UTC+1030),6278767.442,491964.354,27.041,0.106
27/01/2026 04:33:13 PM (UTC+1030),6278767.248,491963.228,26.951,0.106
27/01/2026 04:33:14 PM (UTC+1030),6278767.025,491962.154,26.937,0.106
27/01/2026 04:33:15 PM (UTC+1030),6278766.8,491961.088,26.914,0.107
27/01/2026 04:33:16 PM (UTC+1030),6278766.595,491960.021,26.825,0.107
27/01/2026 04:33:17 PM (UTC+1030),6278766.364,491958.954,26.844,0.107
27/01/2026 04:33:18 PM (UTC+1030),6278766.098,491957.945,26.81,0.107
27/01/2026 04:33:19 PM (UTC+1030),6278765.801,491956.874,26.745,0.107
27/01/2026 04:33:20 PM (UTC+1030),6278765.485,491955.818,26.736,0.107
27/01/2026 04:33:21 PM (UTC+1030),6278765.287,491954.676,26.728,0.109
27/01/2026 04:33:22 PM (UTC+1030),6278765.149,491953.548,26.65,0.109
27/01/2026 04:33:23 PM (UTC+1030),6278764.935,491952.42,26.629,0.109
27/01/2026 04:33:24 PM (UTC+1030),6278764.747,491951.416,26.638,0.109
27/01/2026 04:33:25 PM (UTC+1030),6278764.695,491950.259,26.612,0.108
27/01/2026 04:33:26 PM (UTC+1030),6278764.479,491949.159,26.514,0.11
27/01/2026 04:33:27 PM (UTC+1030),6278764.149,491948.175,26.543,0.108
27/01/2026 04:33:28 PM (UTC+1030),6278763.769,491947.151,26.508,0.108
27/01/2026 04:33:29 PM (UTC+1030),6278763.519,491946.141,26.446,0.107
27/01/2026 04:33:30 PM (UTC+1030),6278763.291,491945.077,26.454,0.108
27/01/2026 04:33:31 PM (UTC+1030),6278763.043,491944.054,26.382,0.108
27/01/2026 04:33:32 PM (UTC+1030),6278762.785,491942.991,26.353,0.108
27/01/2026 04:33:33 PM (UTC+1030),6278762.584,491941.948,26.35,0.11
27/01/2026 04:33:34 PM (UTC+1030),6278762.369,491940.833,26.248,0.107
27/01/2026 04:33:35 PM (UTC+1030),6278762.189,491939.782,26.237,0.107
27/01/2026 04:33:36 PM (UTC+1030),6278762.059,491938.683,26.212,0.11
27/01/2026 04:33:37 PM (UTC+1030),6278761.869,491937.676,26.12,0.11
27/01/2026 04:33:38 PM (UTC+1030),6278761.534,491936.637,26.104,0.11
27/01/2026 04:33:39 PM (UTC+1030),6278761.192,491935.579,26.005,0.11
27/01/2026 04:33:40 PM (UTC+1030),6278760.8,491934.53,25.936,0.108
27/01/2026 04:33:41 PM (UTC+1030),6278760.463,491933.482,25.91,0.108
27/01/2026 04:33:42 PM (UTC+1030),6278760.291,491932.416,25.825,0.108
27/01/2026 04:33:43 PM (UTC+1030),6278760.031,491931.359,25.751,0.107
27/01/2026 04:33:44 PM (UTC+1030),6278759.801,491930.37,25.726,0.108
27/01/2026 04:33:45 PM (UTC+1030),6278759.493,491929.334,25.634,0.108
27/01/2026 04:33:46 PM (UTC+1030),6278759.204,491928.284,25.597,0.108
27/01/2026 04:33:47 PM (UTC+1030),6278758.986,491927.293,25.537,0.108
27/01/2026 04:33:48 PM (UTC+1030),6278758.705,491926.276,25.477,0.108
27/01/2026 04:33:49 PM (UTC+1030),6278758.455,491925.181,25.395,0.107
27/01/2026 04:33:50 PM (UTC+1030),6278758.152,491924.159,25.302,0.107
27/01/2026 04:33:51 PM (UTC+1030),6278757.799,491923.103,25.266,0.109
27/01/2026 04:33:52 PM (UTC+1030),6278757.44,491922.066,25.231,0.111
27/01/2026 04:33:53 PM (UTC+1030),6278757.121,491920.953,25.122,0.109
27/01/2026 04:33:54 PM (UTC+1030),6278756.871,491919.873,25.056,0.109
27/01/2026 04:33:55 PM (UTC+1030),6278756.755,491918.819,25.037,0.109
27/01/2026 04:33:56 PM (UTC+1030),6278756.583,491917.73,24.929,0.111
27/01/2026 04:33:57 PM (UTC+1030),6278756.422,491916.647,24.889,0.109
27/01/2026 04:33:58 PM (UTC+1030),6278756.146,491915.636,24.799,0.109
27/01/2026 04:33:59 PM (UTC+1030),6278755.782,491914.569,24.747,0.107
27/01/2026 04:34:00 PM (UTC+1030),6278755.507,491913.527,24.717,0.107
27/01/2026 04:34:01 PM (UTC+1030),6278755.266,491912.457,24.61,0.111
27/01/2026 04:34:02 PM (UTC+1030),6278754.979,491911.374,24.61,0.109
27/01/2026 04:34:03 PM (UTC+1030),6278754.755,491910.419,24.498,0.109
27/01/2026 04:34:04 PM (UTC+1030),6278754.512,491909.429,24.482,0.109
27/01/2026 04:34:05 PM (UTC+1030),6278754.406,491908.396,24.427,0.107
27/01/2026 04:34:06 PM (UTC+1030),6278754.285,491907.365,24.328,0.111
27/01/2026 04:34:07 PM (UTC+1030),6278753.999,491906.357,24.318,0.109
27/01/2026 04:34:08 PM (UTC+1030),6278753.577,491905.461,24.204,0.109
27/01/2026 04:34:09 PM (UTC+1030),6278753.124,491904.557,24.18,0.107
27/01/2026 04:34:10 PM (UTC+1030),6278752.778,491903.567,24.083,0.107
27/01/2026 04:34:11 PM (UTC+1030),6278752.596,491902.572,24.066,0.109
27/01/2026 04:34:12 PM (UTC+1030),6278752.484,491901.576,23.978,0.109
27/01/2026 04:34:13 PM (UTC+1030),6278752.235,491900.592,23.908,0.109
27/01/2026 04:34:14 PM (UTC+1030),6278751.9,491899.533,23.855,0.109
27/01/2026 04:34:15 PM (UTC+1030),6278751.575,491898.595,23.757,0.107
27/01/2026 04:34:16 PM (UTC+1030),6278751.357,491897.579,23.737,0.109
27/01/2026 04:34:17 PM (UTC+1030),6278751.068,491896.753,23.659,0.107
27/01/2026 04:34:18 PM (UTC+1030),6278750.794,491895.82,23.628,0.109
27/01/2026 04:34:19 PM (UTC+1030),6278750.481,491894.932,23.601,0.107
27/01/2026 04:34:20 PM (UTC+1030),6278750.165,491893.962,23.53,0.107
27/01/2026 04:34:21 PM (UTC+1030),6278749.885,491893.063,23.484,0.109
27/01/2026 04:34:22 PM (UTC+1030),6278749.631,491892.108,23.411,0.109
27/01/2026 04:34:23 PM (UTC+1030),6278749.318,491891.045,23.387,0.109
27/01/2026 04:34:24 PM (UTC+1030),6278749.072,491890.08,23.308,0.109
27/01/2026 04:34:25 PM (UTC+1030),6278748.838,491889.15,23.312,0.107
27/01/2026 04:34:26 PM (UTC+1030),6278748.434,491888.317,23.234,0.109
27/01/2026 04:34:27 PM (UTC+1030),6278747.96,491887.389,23.231,0.109
27/01/2026 04:34:28 PM (UTC+1030),6278747.553,491886.415,23.126,0.111
27/01/2026 04:34:29 PM (UTC+1030),6278747.273,491885.428,23.114,0.109
27/01/2026 04:34:30 PM (UTC+1030),6278746.953,491884.478,23.069,0.109
27/01/2026 04:34:31 PM (UTC+1030),6278746.63,491883.573,23.014,0.111
27/01/2026 04:34:32 PM (UTC+1030),6278746.337,491882.616,22.998,0.111
27/01/2026 04:34:33 PM (UTC+1030),6278746.006,491881.613,22.9,0.11
27/01/2026 04:34:34 PM (UTC+1030),6278745.732,491880.619,22.885,0.11
27/01/2026 04:34:35 PM (UTC+1030),6278745.458,491879.623,22.83,0.109
27/01/2026 04:34:36 PM (UTC+1030),6278745.092,491878.725,22.786,0.112
27/01/2026 04:34:37 PM (UTC+1030),6278744.753,491877.76,22.771,0.11
27/01/2026 04:34:38 PM (UTC+1030),6278744.472,491876.765,22.686,0.11
27/01/2026 04:34:39 PM (UTC+1030),6278744.112,491875.76,22.681,0.112
27/01/2026 04:34:40 PM (UTC+1030),6278743.809,491874.806,22.609,0.109
27/01/2026 04:34:41 PM (UTC+1030),6278743.527,491873.834,22.593,0.111
27/01/2026 04:34:42 PM (UTC+1030),6278743.287,491872.888,22.549,0.11
27/01/2026 04:34:43 PM (UTC+1030),6278742.983,491871.868,22.496,0.112
27/01/2026 04:34:44 PM (UTC+1030),6278742.639,491870.85,22.484,0.112
27/01/2026 04:34:45 PM (UTC+1030),6278742.305,491869.875,22.463,0.108
27/01/2026 04:34:46 PM (UTC+1030),6278741.937,491868.908,22.398,0.11
27/01/2026 04:34:47 PM (UTC+1030),6278741.53,491867.946,22.385,0.112
27/01/2026 04:34:48 PM (UTC+1030),6278741.163,491866.957,22.319,0.11
27/01/2026 04:34:49 PM (UTC+1030),6278740.934,491865.954,22.287,0.11
27/01/2026 04:34:50 PM (UTC+1030),6278740.645,491864.984,22.29,0.108
27/01/2026 04:34:51 PM (UTC+1030),6278740.472,491864.042,22.225,0.11
27/01/2026 04:34:52 PM (UTC+1030),6278740.268,491863.165,22.245,0.11
27/01/2026 04:34:53 PM (UTC+1030),6278740.029,491862.258,22.203,0.11
27/01/2026 04:34:54 PM (UTC+1030),6278739.73,491861.372,22.159,0.11
27/01/2026 04:34:55 PM (UTC+1030),6278739.518,491860.451,22.165,0.109
27/01/2026 04:34:56 PM (UTC+1030),6278739.336,491859.519,22.08,0.11
27/01/2026 04:34:57 PM (UTC+1030),6278739.011,491858.555,22.107,0.11
27/01/2026 04:34:58 PM (UTC+1030),6278738.702,491857.623,22.018,0.108
27/01/2026 04:34:59 PM (UTC+1030),6278738.415,491856.698,22.043,0.107
27/01/2026 04:35:00 PM (UTC+1030),6278738.091,491855.768,21.972,0.107
27/01/2026 04:35:01 PM (UTC+1030),6278737.699,491854.842,21.953,0.111
27/01/2026 04:35:02 PM (UTC+1030),6278737.417,491853.838,21.93,0.111
27/01/2026 04:35:03 PM (UTC+1030),6278737.13,491852.92,21.851,0.11
27/01/2026 04:35:04 PM (UTC+1030),6278736.761,491851.934,21.828,0.11
27/01/2026 04:35:05 PM (UTC+1030),6278736.443,491850.909,21.805,0.107
27/01/2026 04:35:06 PM (UTC+1030),6278736.225,491849.89,21.7,0.11
27/01/2026 04:35:07 PM (UTC+1030),6278735.959,491848.844,21.692,0.11
27/01/2026 04:35:08 PM (UTC+1030),6278735.626,491847.862,21.684,0.11
27/01/2026 04:35:09 PM (UTC+1030),6278735.368,491846.855,21.651,0.105
27/01/2026 04:35:10 PM (UTC+1030),6278735.13,491845.831,21.735,0.105
27/01/2026 04:35:11 PM (UTC+1030),6278734.86,491844.862,21.675,0.105
27/01/2026 04:35:12 PM (UTC+1030),6278734.469,491843.888,21.71,0.105
27/01/2026 04:35:13 PM (UTC+1030),6278734.059,491842.949,21.673,0.105
27/01/2026 04:35:14 PM (UTC+1030),6278733.789,491841.944,21.718,0.105
27/01/2026 04:35:15 PM (UTC+1030),6278733.281,491840.908,21.632,0.105
27/01/2026 04:35:16 PM (UTC+1030),6278732.742,491840.044,21.699,0.107
27/01/2026 04:35:17 PM (UTC+1030),6278732.313,491839.073,21.645,0.105
27/01/2026 04:35:18 PM (UTC+1030),6278731.791,491838.05,21.65,0.105
27/01/2026 04:35:19 PM (UTC+1030),6278731.147,491837.163,21.641,0.107
27/01/2026 04:35:20 PM (UTC+1030),6278730.564,491836.319,21.65,0.107
27/01/2026 04:35:21 PM (UTC+1030),6278729.938,491835.471,21.613,0.108
27/01/2026 04:35:22 PM (UTC+1030),6278729.177,491834.648,21.497,0.108
27/01/2026 04:35:23 PM (UTC+1030),6278728.58,491833.75,21.463,0.108
27/01/2026 04:35:24 PM (UTC+1030),6278728.089,491832.733,21.37,0.11
27/01/2026 04:35:25 PM (UTC+1030),6278727.49,491831.792,21.358,0.107
27/01/2026 04:35:26 PM (UTC+1030),6278726.986,491830.812,21.321,0.108
27/01/2026 04:35:27 PM (UTC+1030),6278726.579,491829.838,21.222,0.108
27/01/2026 04:35:28 PM (UTC+1030),6278726.101,491828.852,21.222,0.105
27/01/2026 04:35:29 PM (UTC+1030),6278725.701,491827.844,21.112,0.107
27/01/2026 04:35:30 PM (UTC+1030),6278725.271,491826.822,21.088,0.105
27/01/2026 04:35:31 PM (UTC+1030),6278724.823,491825.781,21.077,0.108
27/01/2026 04:35:32 PM (UTC+1030),6278724.427,491824.755,20.951,0.108
27/01/2026 04:35:33 PM (UTC+1030),6278724.021,491823.721,20.928,0.108
27/01/2026 04:35:34 PM (UTC+1030),6278723.693,491822.628,20.912,0.105
27/01/2026 04:35:35 PM (UTC+1030),6278723.27,491821.606,20.782,0.105
27/01/2026 04:35:36 PM (UTC+1030),6278722.749,491820.604,20.724,0.108
27/01/2026 04:35:37 PM (UTC+1030),6278722.305,491819.593,20.705,0.108
27/01/2026 04:35:38 PM (UTC+1030),6278721.885,491818.589,20.646,0.108
27/01/2026 04:35:39 PM (UTC+1030),6278721.45,491817.559,20.644,0.108
27/01/2026 04:35:40 PM (UTC+1030),6278720.997,491816.614,20.623,0.105
27/01/2026 04:35:41 PM (UTC+1030),6278720.525,491815.767,20.593,0.107
27/01/2026 04:35:42 PM (UTC+1030),6278720.07,491814.778,20.566,0.107
27/01/2026 04:35:43 PM (UTC+1030),6278719.646,491813.795,20.471,0.107
27/01/2026 04:35:44 PM (UTC+1030),6278719.343,491812.792,20.454,0.108
27/01/2026 04:35:45 PM (UTC+1030),6278719.047,491811.805,20.416,0.107
27/01/2026 04:35:46 PM (UTC+1030),6278718.691,491810.877,20.377,0.11
27/01/2026 04:35:47 PM (UTC+1030),6278718.261,491809.905,20.374,0.11
27/01/2026 04:35:48 PM (UTC+1030),6278717.828,491808.97,20.278,0.11
27/01/2026 04:35:49 PM (UTC+1030),6278717.501,491807.961,20.287,0.108
27/01/2026 04:35:50 PM (UTC+1030),6278717.11,491806.964,20.205,0.108
27/01/2026 04:35:51 PM (UTC+1030),6278716.796,491806.011,20.207,0.11
